source,target,ED_purchaseValue
0x328809a567b87b6123462c3062e8438bbb75c1c5,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x329eed33c21e69c46246fa737076f00ad79b4645,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x32fe83009cffcf15e5ee4d22d7fc0839cf24acdf,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x32ffe815277ff53dd2a73557664e229899e6501e,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.060000000000000005
0x3320cd351175e44f61de69fd959d63b9b3b628f4,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x3324614199ca2a60487d228a96b9c58aa54a83af,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x3333310870b5cae0e52a01b7677c1d8a8c7131b4,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x333aa84f50cd6863d2091ff20d4acfbc594d837d,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x333ffbdf76a0dce3c40ef58b2e5fc57893dcabc0,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.05
0x3360b113c0228c3c57954efac9a25476e2e1c0ff,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x33820bdf7805e05ecf3316cc4631edf00244dd8e,0xe3309dd02f1f7254b8cbe478ac7b5519802e151c,0.01
0x33a8119ae5a1dee85ffa994de959ca7617baef77,0x2920a3192613d8c42f21b64873dc0ddfcbf018d4,0.2
0x33ab1d9e15fd7b5f8ced58d980b67cfa624eb792,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x33baacafcb6eeaaa15699a00d02dbd2bf988e11e,0x25cbcfa16e43e58517f80d583087ea89241293e6,0.05
0x33c2656b7b33461f346f697d998d89a110eb42ef,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x33d66941465ac776c38096cb1bc496c673ae7390,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x33e580cee928d83a61b98905a1f9be68ea6279b8,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x33e580cee928d83a61b98905a1f9be68ea6279b8,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.060000000000000005
0x33e96eb658bcf4858fe60dd0ca170b2d54411358,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.01
0x33ebb62dc9ddbf6b8f3c0efdf5bccc2e7ac60211,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x33f19221618359fdbd68245220b1e6d07d2da12c,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.25
0x340dcbd638d756b0e2c5a89336150c3ff0dbd79f,0x25cbcfa16e43e58517f80d583087ea89241293e6,0.05
0x340efe9bb2383d463313e7d988ddea6b52b27b0b,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x3457f035ed77c6eb6bc2d78a6f93ae474f1ff863,0x2920a3192613d8c42f21b64873dc0ddfcbf018d4,0.01
0x3457f035ed77c6eb6bc2d78a6f93ae474f1ff863,0xabaf40768e575beb3244df2853a0505cb2d2e4bb,0.01
0x34665577f1d363d839b88d24105833efed0c592a,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.01
0x34aa3f359a9d614239015126635ce7732c18fdf3,0xc57c5ae582708e619ec1ba7513480b2e7540935f,1.06
0x34c34d013da29efcfc2bed175d9266b908d40c8e,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x34cd8a21e92b0abd558ff02d6cc7a9e12daf0ff1,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.11
0x34e605bf9c2c8d5da1edff0a1dfa514ba39830b4,0xabaf40768e575beb3244df2853a0505cb2d2e4bb,0.15
0x3527a204a5260a0e36ca695312379370328e4e6c,0x2bd5d2e3d5852ad9960638083cb7c9f493e7a597,0.005
0x3527a204a5260a0e36ca695312379370328e4e6c,0x4303ddc9943d862f2b205af468a4a786c5137e76,0.01
0x35a214b13c9e223b8d511f343ac8fa94293233a1,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x35e3564c86bc0b5548a3be3a9a1e71eb1455fad2,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x3657c5f86847d4a5219e089206c913e4cb00b618,0x2920a3192613d8c42f21b64873dc0ddfcbf018d4,0.11
0x36791c410e271d381b0957dac16c667d3c467a83,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x367ee654432e0bf0a79c551bae7e3ac03d6364bd,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.01
0x368a2c0060f76b965f184a6d280a82a53b6434f8,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x36bb7ed97708548d87236b4e97439476a11ff1dd,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x36c323c3a40e01c0507b9aa8bc7b094dc831c9d2,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x36de990133d36d7e3df9a820aa3ede5a2320de71,0x9c159121ceebf937e9bad98fd0c895d7f6038bd4,0.01
0x36de990133d36d7e3df9a820aa3ede5a2320de71,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.01
0x36ee8590c80b7e69a6e3d8fa73897201bfaf714e,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x36fdb65d2d484b036ade6a2a418b05da0c848f1b,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x37341cbb14c5f128a70b149726ad8b2ce6f4c793,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.31000000000000005
0x3753fa57980fd180655c281158e428ca994d6dfa,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x375c4952dfe5d5f0eae142f73cf8138ad496a722,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.01
0x377079de5e8c3d105c39c3533c095431d1681f9c,0x25cbcfa16e43e58517f80d583087ea89241293e6,0.05
0x378bcce7235d53bbc3774bff8559191f06e6818e,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x378ef0cc8d047e82ec5ae4267c772e1c66097b77,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x378ff65cb9e9b83b86aa2534c9991e5b28f1ec92,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x37e658b92bb74e4a8bde3969bf0afcb2109f7591,0xabaf40768e575beb3244df2853a0505cb2d2e4bb,0.01
0x386c82b52d6e0dfb636c51b577577140cc1df4bf,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.01
0x389ad5bff8e4bfa47d7fb6ecfd8e5cbe2768bcd7,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x38a4d889a1979133fbc1d58f970f0953e3715c26,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x38ab17c5b796f15305ec81ff7ef2a0b00d796d1d,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.12000000000000001
0x38d0dbecda3b81faa65cdce0cae4c4db30dec786,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x38d8c4703bc5bf24d493fcdc4e52b12ec71b655f,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x38e441033c40c99a878b5058af7ec45ff4b50198,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x38f8e58554373f1ebc7b5596f4d39ccb74ad060a,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x391cd59d33aed135e8ba7475677b1bc781035b32,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.01
0x392c5dabb905e6aa687fa64dd5dbf1e626bdda4d,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x3943f78dcc1b07fbd429b3a27b141176350eeb26,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x39484152b72796a4dabc1d72e57344572e8f4e94,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x39587dafdd1d76eb98cab57b35350ccaffa3f104,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x396b325364b5a0c60075dfba5b7658e1ffcc6567,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x3977263f2c5b49c47b911bcedd36f4e95bf6668f,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x3977263f2c5b49c47b911bcedd36f4e95bf6668f,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.060000000000000005
0x39979745b166572c25b4c7e4e0939c9298efe79d,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x399e0ae23663f27181ebb4e66ec504b3aab25541,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.01
0x39b754a9b7d4932d740b9bf6b77d6995318342c7,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x39b754a9b7d4932d740b9bf6b77d6995318342c7,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.01
0x39eae7eb5fe8fbf22d00a9f440cf16a0990197ea,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x39eca7dd1f44cd6d0a7dde868b08e71ff81a83fe,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x39f4662bf97200dbfa00ed05e3141c8959151cfa,0xabaf40768e575beb3244df2853a0505cb2d2e4bb,0.3
0x3a09b783e8e3e0888b24d689a23e0f6b69aa2bba,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.05
0x3a0ddf39c2f68a5624182bed158911c58523d471,0x2920a3192613d8c42f21b64873dc0ddfcbf018d4,0.2
0x3a0f02cfc0af785787d2907a7cc4ac2d81c077cb,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x3a652f60622d22cde49de3d9b5e9d0dcd4d6c32a,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x3a6cb57e87ba21f48304ff4a0f6ebf81d262a22c,0x2920a3192613d8c42f21b64873dc0ddfcbf018d4,0.1
0x3a8ba184032ea515167bc3f6e19914f95c3c2ec5,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x3a9c7db0cb65e9318aa082d5ea83e327ab9fcd76,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x3ab5c2ac327c3044776a2c229cb9c16ba9dcdbee,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x3ac351b0f969625fe3ea3412e678c05da3a52f63,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x3b013b1865a1e2f2ec4a496eb6e111af7b88deb9,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x3b16821a5dbbff86e4a88ea0621ec6be016cd79a,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x3b346f99ad752117e04701269bdcec749a875069,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x3b3525f60eeea4a1ef554df5425912c2a532875d,0x2bd5d2e3d5852ad9960638083cb7c9f493e7a597,0.01
0x3b3525f60eeea4a1ef554df5425912c2a532875d,0x3b3525f60eeea4a1ef554df5425912c2a532875d,0.01
0x3b3525f60eeea4a1ef554df5425912c2a532875d,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x3b3525f60eeea4a1ef554df5425912c2a532875d,0xc7a0d765c3af6e2710ba05a56c5e2ca190c2e11e,0.01
0x3b3c01c9f5d8e04956b799b5503bb89968b4f768,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.21000000000000002
0x3b60e31cfc48a9074cd5bebb26c9eaa77650a43f,0x2920a3192613d8c42f21b64873dc0ddfcbf018d4,0.01
0x3b60e31cfc48a9074cd5bebb26c9eaa77650a43f,0x5e349eca2dc61abcd9dd99ce94d04136151a09ee,0.02
0x3b66c992860abd1ec94b917e222dca78ad55032f,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x3b76fa771e24f42cdd8306cb34af02d7ddea8be9,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x3bb1e66aa91a284259478dedfe0a8994bd9e1767,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x3bb3951a9f142d4d8ae3f83086e478152c8872d8,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x3bbbcbc1c0b584f61ed746096e7b67c6bc2dac93,0x25cbcfa16e43e58517f80d583087ea89241293e6,0.05
0x3bd31a863a799cf0ef9f6d678a8c39a1f8af0a9b,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.01
0x3bdf5fd8a7de6e1f18a6ae5714cb00ab022694e9,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x3c114973c0260290c2dbd40323327d996972fceb,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x3c1a491a11d500f8a6b31a69c129a0eae2b9d6f5,0x25cbcfa16e43e58517f80d583087ea89241293e6,0.05
0x3c2b4bdcd2f742c55186fc599cb733a127e2b8ab,0x2920a3192613d8c42f21b64873dc0ddfcbf018d4,0.1
0x3c8221321441b08c580506e21899e3fa88943672,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.4677
0x3ca31c9cfef27fd3d5ae59caadcc33b9aaf09c22,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x3cabeedde66f7304973120b09165a2fb5a6cca94,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x3cc04875e98edf01065a4b27e00bcfeddb76cba8,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x3cc04875e98edf01065a4b27e00bcfeddb76cba8,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.01
0x3cc1219a60fd572df151ce22b4d704051714f1ee,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x3cd0f0cff87f64d43b2f55c2c8ab8842fe1fdf5d,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.01
0x3cf08d6a9436a1798c18d24a70f5ad0bea31775e,0xabaf40768e575beb3244df2853a0505cb2d2e4bb,0.15
0x3cf3626402795dc750392c1c4287e2395d8ba65d,0x9c159121ceebf937e9bad98fd0c895d7f6038bd4,0.1
0x3d1579b42a9e1d8e6a9b740a2f6a1161b93698fe,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x3d591c6419f5d0a2d533c6af760a8b6caeceab4a,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x3d7cc6652f6a16a69b30af15171b59d6ec8aea23,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x3d9899e70003d5e4eeecd6b931ba9c62a83b8375,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x3da59eb9185b88b06e3a4f71c6481cbfc97830b3,0xabaf40768e575beb3244df2853a0505cb2d2e4bb,0.15
0x3da5f02b7eab66631eda6830b1a1ff6b71be908b,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x3db985313e41d676a65748c49ee07d17efbb45ca,0x2920a3192613d8c42f21b64873dc0ddfcbf018d4,0.02
0x3e099af007cab8233d44782d8e6fe80fecdc321e,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.7795000000000001
0x3e73a83f78fb608ce6bd6b7d19cc1f0923cdde34,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.1
0x3e9f4f6d217e90926b0cab271b584aa103de7749,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x3ec2c2a37be7ec40b922a6efc846e1d32bea97a1,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.01
0x3ec44a823e07555b5f889d8d954eec736eb5865b,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.01
0x3ece8d40dac89ffb408f7cb5eaf24ab6a3135028,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x3f1a421b47c5a9ec1025475a3fd3e99ce20616a2,0x2920a3192613d8c42f21b64873dc0ddfcbf018d4,0.1
0x3f1a421b47c5a9ec1025475a3fd3e99ce20616a2,0x808a2adbd0a3fc679e3f7cd18d4f579bfcaaec9c,0.05
0x3f3e305c4ad49271ebda489dd43d2c8f027d2d41,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x3f4db615bd9042a21e64e5ff37591d3f44cb351a,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x3f4db615bd9042a21e64e5ff37591d3f44cb351a,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.01
0x3f5dda639a6755b01c0747b4f38ea3370e75dcb2,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x3f86f18322a888d9b3adef38f127c941bccc014d,0x2920a3192613d8c42f21b64873dc0ddfcbf018d4,0.1
0x3f86f18322a888d9b3adef38f127c941bccc014d,0x808a2adbd0a3fc679e3f7cd18d4f579bfcaaec9c,0.05
0x400a721b900402cb40ef3707f169ccce7bcbef00,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x4065149108a615930114bb511818fc0909aa9269,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x4065149108a615930114bb511818fc0909aa9269,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.15000000000000002
0x40663a79c96b17b81240c93c884487afdc967595,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x4078da39da6b157215e775e4c3999015a8f32da3,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x4092c5cd1d1286b0d9fa827154206bd019208722,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x40b1745cb22d50a4098f4866fee07ec92d3d4ba6,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x4127143a866bf5d8ad2afb6de8e63164b8ad5bf6,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.3118
0x41321c16ce9d89d926e4a235ca7e4155d22a18ac,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x41a1252367faf7b37ce7cac5018b35ae2037feca,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x41ab0890ac48c6923eb36413d5337fa34e88c578,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.3118
0x41d2528c15e57942b90235a738ee8230d6b142f2,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x41d3bed71e3cf5330ff49c0778790c79ad8f6b8b,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x41ed5cb8d0bdc9523d77e6acdc961c31fda90988,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.01
0x42351635d3e18bebbed4d119da64607d765ae877,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x42516ca4970ba6a0f63c321bf7bf8aa27078fca4,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.01
0x42725a485c4dd073a3c15895c216acb15872abb8,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.40000000000000013
0x429ce9d5288accabf37c11b8f60be0e0e33fe26b,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x42a63047a1cd8449e3e70adeb7363c4ca01db528,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x42c029e3536a8b83b0a5c1b3c2d611e1c03320cc,0x808a2adbd0a3fc679e3f7cd18d4f579bfcaaec9c,0.05
0x42cc51e68b7491153837420844936933821461e2,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.4677
0x42dfaf5266ad40ab4533f9806f5cc1df4c1eb363,0x25cbcfa16e43e58517f80d583087ea89241293e6,1.0
0x42eed6182e4f3e37d3ae08a0d2a04c258ee0ae87,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x42fb7812297ca741c665b3fd60a9310351d15466,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x42fb7812297ca741c665b3fd60a9310351d15466,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.01
0x43105a71c046116ed80ef4ea323a6a476c5545b6,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x4319fa758e3d7024e5cea1943343c9dc641cffc4,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x432dcbda06e8b296ca29705572d7cb6315ed8bed,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.3118
0x4335793db316340f9fa92cd69e903452a4590006,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x433f4b6f6a823917a7817980bac403512ead35e9,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.060000000000000005
0x434f5325ddcdbbfcce64be2617c72c4aa33ec3e7,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.3118
0x4361feec441411d41bae7175dd00a782abc06009,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x436849f2b9b88d49e96d1f7a2d0a594568f6733f,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x4369d774e6248fd7a5f306da65dfcd7a0bd819e7,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.21000000000000002
0x439f19e9699e92c8b52fea85bcfae067a697c882,0x25cbcfa16e43e58517f80d583087ea89241293e6,0.1
0x43b0d17cad8a44ab824823f8ffd12cbe36d59728,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.4677
0x4430c8310ebe9ba864682790127e1f0417fe9dac,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x4430c8310ebe9ba864682790127e1f0417fe9dac,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.05
0x443428aee6135b33ff9e077ce70cd1bcade69902,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x443eb1f18cf8fd345df376078c72e00b27e3f6a3,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x44581af545c0e2f03a23f9afc6c2f4b9b6bce357,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.01
0x446d967f0db7469db135a6277cb19ec5e9be1ab4,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.01
0x44ad5fa4d36dc37b7b83bad6ac6f373c47c3c837,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.25
0x44b01dbdc83e92ef70ed2a6104e29792ea0e0f47,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x44dc2ec15b3483fc8590f6b396cea5f8f2fbf3bd,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x44dc2ec15b3483fc8590f6b396cea5f8f2fbf3bd,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.27
0x44fd8c2bdb8d9115e32ce928b61353cef483c540,0x2920a3192613d8c42f21b64873dc0ddfcbf018d4,0.02
0x450eb7c423a9ccb91939f340948e48de9bb55865,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x452cdb16371af18faec8f4783266b176098cae0c,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.01
0x4547a39b959496b0b0f5be9aba127e60b894d1a1,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x4547a39b959496b0b0f5be9aba127e60b894d1a1,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.01
0x4555cbc05d168f29c933677c71f8c1f1cf59fa69,0x2920a3192613d8c42f21b64873dc0ddfcbf018d4,0.1
0x45912a912115ebfca559c9db8867443b64b5cffa,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x4591679c93892252260c5c4d7362adffc4de8247,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x4591679c93892252260c5c4d7362adffc4de8247,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.060000000000000005
0x459f9c4fe60c6100e65ecd639ba2b3f5b611418a,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.01
0x45f6e731798684b1cf9d980777c9d636e1064ffc,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0x25cbcfa16e43e58517f80d583087ea89241293e6,0.2
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0x5e349eca2dc61abcd9dd99ce94d04136151a09ee,0.1
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0x808a2adbd0a3fc679e3f7cd18d4f579bfcaaec9c,0.05
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0xabaf40768e575beb3244df2853a0505cb2d2e4bb,0.15
0x463e426b00fd9d65ceb89d0fd30fcdb76771ba6a,0x25cbcfa16e43e58517f80d583087ea89241293e6,0.05
0x465dca9995d6c2a81a9be80fbced5a770dee3dae,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x46a616660920ccf12997d1545ccc7c41b00343a5,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x46a616660920ccf12997d1545ccc7c41b00343a5,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.01
0x46b84d6fb28f9518fad8f6e6c403d1082c04cbb0,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x46b84d6fb28f9518fad8f6e6c403d1082c04cbb0,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.21000000000000002
0x46e0dcceb5357f1c59a9de1b29173f85ddb8198f,0x7dbf85de9ee45327c243bf74f1e85309cab12441,1.559
0x471d82d7f3100de48e2aea293371b654f38443bb,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.02
0x475566f2b32f98a8fb8ddfaf184dc522d0701f72,0x25cbcfa16e43e58517f80d583087ea89241293e6,0.2
0x476547d8472407cb05acc4b3b8a5431871d0d072,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x477c9fb2af1db3027452cf119d7349d1436c75a5,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x47945e744d4d1c4770e0e766c9c14619976ecb66,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x47b0f09d54af9de6f375ce6638436ca1cad21a4b,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.01
0x47b2efa18736c6c211505aefd321bec3ac3e8779,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x47b2efa18736c6c211505aefd321bec3ac3e8779,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.060000000000000005
0x47ce63bbead48b180cfea1a3e5fff60ddeebf116,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.01
0x47f80003f5dfa14c12d25dd52c2bbab9f206504e,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x47f8d396e61692887fd1902b1e6522413df86c4d,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.11
0x483487f08921ee301779e96a4710e299261721d5,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.060000000000000005
0x483d7025a93717d61ab12a9702bc8b21bd8d7643,0x2920a3192613d8c42f21b64873dc0ddfcbf018d4,0.01
0x485f4abf4a4f17001d465d219af2b3ea92f9390f,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x486ac172e03b10da4d9eae422525d034009cd4f3,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x487ee33b7243a51e7091103dc079c1f5eed7518d,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x4881020fd9e524877aae49f7007a4efbd9a2c71d,0xabaf40768e575beb3244df2853a0505cb2d2e4bb,0.15
0x489478ea4117093d21701a0135bda3859c556072,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x489a08560665e2a70ac2447f74b8ff00685cd0a6,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x48a33a32a76ecc776eb960f9afe2066713aaeae7,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
0x48acaf117925425c572603eeefee48f6b2181dfd,0x7dbf85de9ee45327c243bf74f1e85309cab12441,0.1559
