,buyer,valuebought,seller
219,0xd0bd27c7bcbd0ce9310271989f0f2640c143542f,0.12,0xabaf40768e575beb3244df2853a0505cb2d2e4bb
220,0x6130b7313833f99956a364156b3329e50695bd65,0.13,0xabaf40768e575beb3244df2853a0505cb2d2e4bb
221,0xa4142a998eed156228b2f925a43fcea25f363cc5,0.14,0xabaf40768e575beb3244df2853a0505cb2d2e4bb
222,0x751077dfd4942aa28985baa850f4c648d241c863,0.15,0xabaf40768e575beb3244df2853a0505cb2d2e4bb
223,0xaaa1d204d78de81a6eff5264928a6b49ee748050,0.16,0xabaf40768e575beb3244df2853a0505cb2d2e4bb
224,0xe4067ed66738dbdc7b8917703c8c380d898033f8,0.17,0xabaf40768e575beb3244df2853a0505cb2d2e4bb
225,0xe62d071ea99a63798fec7222c483c53e87f2a32e,0.18,0xabaf40768e575beb3244df2853a0505cb2d2e4bb
226,0xbe81cca2fc9f28e24ede0363ddfcdcba31ab1e3f,0.19,0xabaf40768e575beb3244df2853a0505cb2d2e4bb
227,0xeb54d707252ee9e26e6a4073680bf71154ce7ab5,0.2,0xabaf40768e575beb3244df2853a0505cb2d2e4bb
228,0x227612e69b1d06250e7035c1c12840561ebf3c56,0.21,0xabaf40768e575beb3244df2853a0505cb2d2e4bb
229,0xfb4974917850d9d82d812dd49221eb0b4c2f240e,0.22,0xabaf40768e575beb3244df2853a0505cb2d2e4bb
230,0xeb95ff72eab9e8d8fdb545fe15587accf410b42e,0.23,0xabaf40768e575beb3244df2853a0505cb2d2e4bb
231,0x37e658b92bb74e4a8bde3969bf0afcb2109f7591,0.24,0xabaf40768e575beb3244df2853a0505cb2d2e4bb
232,0x22b660f6e6a007acea649acd028a8d057c15620c,0.25,0xabaf40768e575beb3244df2853a0505cb2d2e4bb
233,0xb15f50e5ad35f29bf52601d6629b3de44a3b922e,7.5,0x2fb9f0ef424b24a8d293999298f392a33fe6a8b5
234,0x648aa14e4424e0825a5ce739c8c68610e143fb79,0.25,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
235,0x648aa14e4424e0825a5ce739c8c68610e143fb79,0.5,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
236,0xdb74b541951cd2d35fc19b81ed62a87a1675282e,0.01,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
237,0x648aa14e4424e0825a5ce739c8c68610e143fb79,0.1,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
238,0x648aa14e4424e0825a5ce739c8c68610e143fb79,0.1,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
239,0x648aa14e4424e0825a5ce739c8c68610e143fb79,0.05,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
240,0xdb74b541951cd2d35fc19b81ed62a87a1675282e,0.02,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
241,0x70d3d73eb2de714ec307889f277728ddde1798c0,0.03,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
242,0x5d8b04e983a2f83174530a3574e89f42e5ee066e,0.04,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
243,0x70d3d73eb2de714ec307889f277728ddde1798c0,0.05,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
244,0x1cc6938596b6ec52dad1957f8fff98c105e868c7,0.05,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
245,0x70d3d73eb2de714ec307889f277728ddde1798c0,0.1,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
246,0x70d3d73eb2de714ec307889f277728ddde1798c0,0.2,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
247,0x70d3d73eb2de714ec307889f277728ddde1798c0,0.2,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
248,0x4430c8310ebe9ba864682790127e1f0417fe9dac,0.15,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
249,0x70d3d73eb2de714ec307889f277728ddde1798c0,0.5,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
250,0x86bf97a8356690456f4040dd0172aa3d4d5315e2,0.3,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
251,0x1cc6938596b6ec52dad1957f8fff98c105e868c7,0.2,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
252,0x0d1d670aeaebf998f1fe1c0e94e6d846d331e6d8,0.3,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
253,0x70d3d73eb2de714ec307889f277728ddde1798c0,1,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
254,0x33f19221618359fdbd68245220b1e6d07d2da12c,0.75,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
255,0x0d1d670aeaebf998f1fe1c0e94e6d846d331e6d8,1,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
256,0x86bf97a8356690456f4040dd0172aa3d4d5315e2,1.5,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
257,0x1cc6938596b6ec52dad1957f8fff98c105e868c7,1.25,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
258,0xb464ca834796272e08dc6460940b281b046a2cee,0.4,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
259,0xfc9356ba33122196be68ebf3d210434a71162a85,0.06,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
260,0x8d138c01765483cb79d787ce5933f609cbfdabcf,2,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
261,0x0b4ead9adb79457816d446deb57d7a22f88c644c,0.1,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
262,0x008c84421da5527f462886cec43d2717b686a7e4,0.07,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
263,0x4b727eeefa1c0db4240e3ea0b0adecfa59bd90d7,0.08,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
264,0xa5ae650aac0072d1ac714f27e1cdc954bfea6717,0.09,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
265,0x0b1f9e300e6e4b4c25cc73c53c8aa700e552f99f,0.18,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
266,0xc2d14c396822ba325aa8c8d0f6213828cb69d925,2.5,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
267,0x34aa3f359a9d614239015126635ce7732c18fdf3,0.25,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
268,0x34aa3f359a9d614239015126635ce7732c18fdf3,0.5,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
269,0x8d138c01765483cb79d787ce5933f609cbfdabcf,0.11,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
270,0x8d138c01765483cb79d787ce5933f609cbfdabcf,1.75,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
271,0xce3696f3b57db19e5ebe014aa2d5636e87f9f22d,3.5,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
272,0x9e21366fce4b248c0c17582ccfdfe45e3e9cc6a3,0.13,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
273,0x1fd7dae8ce6190509486e657629975e10ecfef60,0.14,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
274,0xe4fb2c5bd24fb3c344b98a5f51010eaaba47c9e4,0.2,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
275,0x012e168acb9fdc90a4ed9fd6ca2834d9bf5b579e,4,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
276,0x828ddfb2d0df5b3ca62fc0777c57ae5d78ce7786,0.21,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
277,0x038db6c62d0f072616e2b8db7d3d7cfc829f7f65,0.6,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
278,0x5d8b04e983a2f83174530a3574e89f42e5ee066e,0.4,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
279,0x34aa3f359a9d614239015126635ce7732c18fdf3,0.1,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
280,0x34aa3f359a9d614239015126635ce7732c18fdf3,0.15,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
281,0x34aa3f359a9d614239015126635ce7732c18fdf3,0.5,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
282,0x34aa3f359a9d614239015126635ce7732c18fdf3,3,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
283,0x34aa3f359a9d614239015126635ce7732c18fdf3,1.5,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
284,0x8d138c01765483cb79d787ce5933f609cbfdabcf,0.3,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
285,0xcb3f62c3be664aa923517b97eab2a97e262de825,0.16,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
286,0x8b91c0dd24c4fd4f973e49ed8568921e31cf38b7,0.17,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
287,0x1180eaef1d6c06b396f676aeb569a66f5c5dee57,0.19,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
288,0x21639a426a07498c4e7157ba909f92da2d57ce87,2.5,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
289,0xe93fb6784e7cec8fb8d283a70295df714f3c0db7,0.35,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
290,0x038db6c62d0f072616e2b8db7d3d7cfc829f7f65,0.12,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
291,0x8c5ba8d0017c92527daa77b145919a77614dfd9e,0.2,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
292,0xc2d14c396822ba325aa8c8d0f6213828cb69d925,2,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
293,0x8c5ba8d0017c92527daa77b145919a77614dfd9e,2.25,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
294,0x21639a426a07498c4e7157ba909f92da2d57ce87,0.15,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
295,0xcb3f62c3be664aa923517b97eab2a97e262de825,0.25,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
296,0xcc65fa278b917042822538c44ba10ad646824026,0.22,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
297,0xf62cb35997d28bd5178a45e100c76b583611717a,4.5,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
298,0x56d389c4e07a48d429035532402301310b8143a0,0.23,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
299,0xf62cb35997d28bd5178a45e100c76b583611717a,2.75,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
300,0xf62cb35997d28bd5178a45e100c76b583611717a,0.7,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
301,0x56d389c4e07a48d429035532402301310b8143a0,5,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
302,0x44ad5fa4d36dc37b7b83bad6ac6f373c47c3c837,3,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
303,0x03942174b8e362d168e5c26d9b4339ab36d970b0,0.24,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
304,0x0cacc6104d8cd9d7b2850b4f35c65c1ecdeece03,3.25,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
305,0x5507dbd48a5a5bace8a6030e878cc4e0af147c33,0.25,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
306,0x47b0f09d54af9de6f375ce6638436ca1cad21a4b,0.26,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
307,0x4a8b9e2c2940fdd39aceb384654dc59acb58c337,3.5,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
308,0x66943316565fe60619ef3517c9ab80072b71223b,0.8,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
309,0x4a8b9e2c2940fdd39aceb384654dc59acb58c337,0.9,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
310,0x4a8b9e2c2940fdd39aceb384654dc59acb58c337,0.6,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
311,0x4a8b9e2c2940fdd39aceb384654dc59acb58c337,0.4,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
312,0x4a8b9e2c2940fdd39aceb384654dc59acb58c337,3.75,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
313,0xc09d3402515676b81a2f768c365146ea3faa5605,0.27,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
314,0xc3250be2f664db7b423973adfd400e4c5541a445,4,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
315,0x4a8b9e2c2940fdd39aceb384654dc59acb58c337,0.3,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
316,0x8fd500ee7ab804f4d12649a7b96e08693a8c4cf6,0.28,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
317,0x4a8b9e2c2940fdd39aceb384654dc59acb58c337,0.29,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
318,0x10f5d45854e038071485ac9e402308cf80d2d2fe,4.25,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
319,0x5e3f6ae45109fbdc2e23eaf93353ea1964d3c7ed,0.3,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
320,0xe4fb2c5bd24fb3c344b98a5f51010eaaba47c9e4,0.45,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
321,0x59a5493513ba2378ed57ae5ecfb8a027e9d80365,4.5,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
322,0x59a5493513ba2378ed57ae5ecfb8a027e9d80365,1,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
323,0x59a5493513ba2378ed57ae5ecfb8a027e9d80365,0.7,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
324,0x59a5493513ba2378ed57ae5ecfb8a027e9d80365,0.5,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
325,0x1e25fa8cbf244b6b8208902d5432039aef57ff58,4.75,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
326,0x59a5493513ba2378ed57ae5ecfb8a027e9d80365,0.35,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
327,0x59a5493513ba2378ed57ae5ecfb8a027e9d80365,0.31,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
328,0xf4c7e772f24c10e3ce60ce549059a021f60c911e,5,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
329,0x6f1b12a415e035eebdc8559130ea8bdb96add48c,0.32,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
330,0x5d8b04e983a2f83174530a3574e89f42e5ee066e,0.4,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
331,0x5d8b04e983a2f83174530a3574e89f42e5ee066e,0.55,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
332,0xcb603263a79db06d20e06b1023098e7faa30930b,0.33,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
333,0xf4c7e772f24c10e3ce60ce549059a021f60c911e,1.1,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
334,0xb366e2348ca1e6d46d9124e719be8a7cf4b1dc86,0.34,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
335,0xa2bf1b0a7e079767b4701b5a1d9d5700eb42d1d1,0.35,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
336,0xfc33080e56aad6d5856b46f206d2be9d70366ca5,1.2,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
337,0xb599b647f727d60ac937fa83795a4df691521320,0.45,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
338,0x56f0cedd9ad07937b94afb607fe765d7baa8d680,0.36,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
339,0x8358fc2dd62c00c1a9cd0fcb577309a4cead2471,0.37,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
340,0xb2ea21dff38691db9f1ba280e8bad1683132702d,0.38,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
341,0xb366e2348ca1e6d46d9124e719be8a7cf4b1dc86,0.5,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
342,0xa2bf1b0a7e079767b4701b5a1d9d5700eb42d1d1,1.3,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
343,0xb366e2348ca1e6d46d9124e719be8a7cf4b1dc86,0.6,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
344,0x05758991abfde0a2f4404f2fe903116444369025,1.4,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
345,0x05758991abfde0a2f4404f2fe903116444369025,1.5,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
346,0x05758991abfde0a2f4404f2fe903116444369025,0.8,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
347,0xf2bc07dac20b616e95c7f33b0340eaffad1756a7,0.4,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
348,0xaa2e61bd52d62cccc988e3dd1e38fc10c25741e5,0.9,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
349,0xf2bc07dac20b616e95c7f33b0340eaffad1756a7,0.55,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
350,0x2debdf4427ccbcfdbc7f29d63964499a0ec184f6,0.6,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
351,0x6ab075abfa7cdd7b19fa83663b1f2a83e4a957e3,2.1,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
352,0xf2bc07dac20b616e95c7f33b0340eaffad1756a7,1.2,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
353,0x6ab075abfa7cdd7b19fa83663b1f2a83e4a957e3,0.44,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
354,0x7565deddcb83a14b185eb9520914bb918cdfe983,2.8,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
355,0x98de69fc87790bf9679e5b781a03e6821f3d2f75,3.8,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
356,0x5937d5b9ec0cd91ea181c0eb25306efc6f1c9099,0.48,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
357,0x51448923d8a215a5a8cd872a51f22c2f5c43b444,7.65,0x2fb9f0ef424b24a8d293999298f392a33fe6a8b5
358,0x22ae1250d6193c18896e8209f59d83532ee42f84,1.6,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
359,0x05758991abfde0a2f4404f2fe903116444369025,0.65,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
360,0x2993e1d02b11377f44455aedc618c705acbb0591,0.39,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
361,0x2debdf4427ccbcfdbc7f29d63964499a0ec184f6,0.41,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
362,0x208b4a8ef875a5e4645e23f27343f47fd887d9c5,0.42,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
363,0x23e44614d00fa86b1642df1d1c1a624bf4743a23,0.43,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
364,0xf2bc07dac20b616e95c7f33b0340eaffad1756a7,1.9,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
365,0x56f0cedd9ad07937b94afb607fe765d7baa8d680,2,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
366,0x4a4f1c998b89c0dc000983ffd997420dad282ca1,2.3,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
367,0x6ab075abfa7cdd7b19fa83663b1f2a83e4a957e3,2.4,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
368,0x6ab075abfa7cdd7b19fa83663b1f2a83e4a957e3,1.3,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
369,0x6ab075abfa7cdd7b19fa83663b1f2a83e4a957e3,0.85,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
370,0x05758991abfde0a2f4404f2fe903116444369025,2.5,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
371,0x23e44614d00fa86b1642df1d1c1a624bf4743a23,3.3,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
372,0x23e44614d00fa86b1642df1d1c1a624bf4743a23,0.65,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
373,0x504afd735d03b6d4b1aabd101bc5fd2b34a17fcc,3.5,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
374,0x56323ba5844462191d59dcf50d474a4aec11282d,0.47,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
375,0xaa2e61bd52d62cccc988e3dd1e38fc10c25741e5,1.7,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
376,0x2debdf4427ccbcfdbc7f29d63964499a0ec184f6,0.7,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
377,0x2debdf4427ccbcfdbc7f29d63964499a0ec184f6,1,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
378,0x2debdf4427ccbcfdbc7f29d63964499a0ec184f6,1.8,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
379,0x23e44614d00fa86b1642df1d1c1a624bf4743a23,0.75,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
380,0x23e44614d00fa86b1642df1d1c1a624bf4743a23,1.1,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
381,0xf2bc07dac20b616e95c7f33b0340eaffad1756a7,0.8,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
382,0x05758991abfde0a2f4404f2fe903116444369025,2.6,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
383,0x4a4f1c998b89c0dc000983ffd997420dad282ca1,0.45,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
384,0x05758991abfde0a2f4404f2fe903116444369025,2.7,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
385,0x05758991abfde0a2f4404f2fe903116444369025,2.9,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
386,0x4a4f1c998b89c0dc000983ffd997420dad282ca1,1.4,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
387,0xb599b647f727d60ac937fa83795a4df691521320,0.46,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
388,0x7efe3ac6ec0ff5b6136766ac79a97c1e9d8fd585,3.4,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
389,0x6e7cacc6f2b49dfb980663bf2bb014046ac45320,3.7,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
390,0xd73b8775d5217f342196faae558844f2ba6696c4,1.5,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
391,0x049808d5eaa90a2665b9703d2246dded34f1eb73,2.2,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
392,0xd73b8775d5217f342196faae558844f2ba6696c4,3,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
393,0x05758991abfde0a2f4404f2fe903116444369025,3.1,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
394,0x05758991abfde0a2f4404f2fe903116444369025,3.2,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
395,0x4a4f1c998b89c0dc000983ffd997420dad282ca1,0.9,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
396,0x1e25fa8cbf244b6b8208902d5432039aef57ff58,3.6,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
397,0x7efe3ac6ec0ff5b6136766ac79a97c1e9d8fd585,0.95,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
398,0x8e0f23de12910a584d4898787d0a00f9e162aefc,1,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
399,0xe937e88591f641a689e2132a6f633d7b6b1a54c8,0.49,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
400,0xc6bafe1a6b3e181f26c9f328e340f0ed06558d73,0.5,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
401,0x22f7887308852d74fe035dbf42f3462aa8151709,0.51,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
402,0xa01dd79c6a09cd5d51278dba059114bc2cb5ebce,0.52,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
403,0x6e7cacc6f2b49dfb980663bf2bb014046ac45320,1.6,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
404,0xa01dd79c6a09cd5d51278dba059114bc2cb5ebce,3.9,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
405,0xc071823c582c2ecdfe5306f20af4e5bd3c51e25e,0.53,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
406,0x6954ee7ede83ca555663704fe7e2b1528ff2c619,4,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
407,0xe937e88591f641a689e2132a6f633d7b6b1a54c8,0.7,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
408,0xe937e88591f641a689e2132a6f633d7b6b1a54c8,1.05,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
409,0xe937e88591f641a689e2132a6f633d7b6b1a54c8,1.7,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
410,0x9dd78c90b154aca6d9c1b6b0bf4cfdf6088a19e5,1.8,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
411,0x9dd78c90b154aca6d9c1b6b0bf4cfdf6088a19e5,1.1,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
412,0x9dd78c90b154aca6d9c1b6b0bf4cfdf6088a19e5,0.75,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
413,0xe4fb9ca52e39b83be69e74e7fac8f807a9c16ef9,1.9,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
414,0x4a4f1c998b89c0dc000983ffd997420dad282ca1,0.8,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
415,0xed66ce7eee03790056ca5ba5ee61bc4f77ba2ded,2,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
416,0x46b84d6fb28f9518fad8f6e6c403d1082c04cbb0,2.1,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
417,0x2ff0fa8e27d79d2c5f83623bcf480905745c2039,1.15,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
418,0x9dd78c90b154aca6d9c1b6b0bf4cfdf6088a19e5,0.54,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
419,0xed66ce7eee03790056ca5ba5ee61bc4f77ba2ded,1.2,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
420,0xed66ce7eee03790056ca5ba5ee61bc4f77ba2ded,0.85,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
421,0xed66ce7eee03790056ca5ba5ee61bc4f77ba2ded,0.55,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
422,0xbb8b504626e9887b535dbbd90bb5b85c9ebb5407,0.56,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
423,0xb9b079fd21ce77a2c559431057a72b3d63ebb05d,0.57,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
424,0x54becc7560a7be76d72ed76a1f5fee6c5a2a7ab6,0.58,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
425,0x46b84d6fb28f9518fad8f6e6c403d1082c04cbb0,1.25,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
426,0x540615ace7036247dc4c4b221384e09ad0229d1f,0.59,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
427,0x46b84d6fb28f9518fad8f6e6c403d1082c04cbb0,0.9,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
428,0x46b84d6fb28f9518fad8f6e6c403d1082c04cbb0,0.6,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
429,0xc6bafe1a6b3e181f26c9f328e340f0ed06558d73,0.95,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
430,0xc6bafe1a6b3e181f26c9f328e340f0ed06558d73,1.3,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
431,0x96dc89dbe84970ee42a2f0b35fb50599e6745ff8,2.2,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
432,0x375c4952dfe5d5f0eae142f73cf8138ad496a722,0.61,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
433,0x96dc89dbe84970ee42a2f0b35fb50599e6745ff8,1.35,0x4eb0d2b356da831ac613aef9ec3d705d78dfd197
