,source,AU_value,CF_contribution,ED_purchaseValue,SP_value,Votes,mentions,twitter,betweenness,percentage_votes_used
620,0x15f44e08d75277915fe09d90490511e75df9b70a,0.0,0.0,0.0,0.0,1199.0,0.0,ericcmack,0.0003195891838943884,0.5315126050420168
621,0x15fd8dcc1438df7f44df7ed3cb37209e32e27b8b,0.0,0.0,0.0,0.0,115.0,4.0,jjk32700,7.761947985258128e-05,0.1948051948051948
622,0x160ec6262b83ca14f8d81c22df19095868f12325,0.0,0.0,0.0,0.0,0.0,2.0,gplewis,0.0,0.0
623,0x161619839ebbada5d3c279e1a79c50f7fc4274d6,0.0,0.0,0.0,0.0,10.0,3.0,threef0921,0.0,0.04
624,0x16174273b883ec5b2ad3bd9aeea08e67a2711d0d,0.0,0.0,0.2559,0.0,0.0,0.0,,0.0,0.0
625,0x16197663f5ab963fab086abbf97e2d50cd1e2551,0.0,0.0,0.0,0.0,10.0,0.0,sohaib05419988,0.0,0.0384615384615384
626,0x16224283be3f7c0245d9d259ea82ead7fcb8343d,0.0,0.0,0.1559,0.0,0.0,0.0,,0.0,0.0
627,0x163e79e122736989d6959a5c8073a43d2ffa6ea2,0.0,0.0025,0.0,0.0,0.0,0.0,,0.0,0.0
628,0x16562667452aef96e2b21b01b4b48928e44f4e71,0.0,2.0,0.0,0.0,0.0,0.0,jingsongcai,0.0,0.0
629,0x1660207bf5681c9cdb8afe3a16c03a497a438753,0.0,0.0,0.0,0.0,60.0,67.0,renonelab,0.0002684155352773297,0.8571428571428571
630,0x1669efe64f446186ae7ae2b4dac0924c7a257fea,0.0,0.1,0.005,0.0,0.0,0.0,,0.0,0.0
631,0x1670d9dc32e0837c792313b11c46a54ed822b1c4,0.0,0.0,0.0,0.0,10.0,0.0,cryptofreak21,0.0,0.0384615384615384
632,0x167539702b5501aadd9b0b85e53532fd57cc71a9,0.0,2.0,0.3759,0.0,0.0,0.0,,0.0,0.0
633,0x16764d9ecc71c4815cb622149f3170b34bb86cfa,0.0,0.0,0.0,0.0,0.0,1.0,luforfor,0.0,0.0
634,0x168000031cddb74f1b28a9085b2931b097171aa6,0.0,0.0,0.1559,0.0,0.0,0.0,,0.0,0.0
635,0x16a1bf7aa0dca07c80760a39a2ed3030fc10c3bf,0.0,0.05,0.0,0.0,0.0,0.0,,0.0,0.0
636,0x16bb7c87fdb9ddaf097698777331293c1161214a,0.0,0.0,0.0,0.0,0.0,5.0,pavelshin00,0.0,0.0
637,0x16bd77fd51516f787ee42b6a4f0fe23aa5cdb8cb,0.0,0.0,0.0,0.0,0.0,17.0,gajeramitulv,5.7910579347859706e-08,0.0
638,0x16bd8953729774c820d8cc2c9caf7ae332b5fb65,0.0,0.0,0.1559,0.0,0.0,0.0,,0.0,0.0
639,0x16c6c19329cbb46218d51b07c994468a5af864a7,0.0,0.0,0.0,0.0,0.0,31.0,usegallery,0.00017168556423995473,0.15
640,0x16d6e4709fff280e77847b69a3c0332e78a55625,0.0,0.0,0.0,0.0,10.0,6.0,bbcheng10,5.018916876814507e-07,0.0714285714285714
641,0x16dfe71fe5269a794d255017326f9a5db8591b22,0.0,0.0,0.0,0.0,3030.0,30.0,she_256,8.647979849280382e-06,0.2291981845688351
642,0x16e648667b6bb4c7e572f5cf71874f7dd047da8d,0.0,0.0,0.06,0.0,0.0,0.0,,0.0,0.0
643,0x16efe37c0c557d4b1d8eb76d11e13616d2b52eaf,0.0,0.0,0.0,0.0,10.0,27.0,kodbilenadam,0.0,0.0416666666666666
644,0x16f1480376d8bf97e818ceb2df083f65924e01bf,0.0,0.0,0.0,0.0,10.0,4.0,sheamu6,0.0,0.0526315789473684
645,0x16f530a535123cfc13a98ef5c85fd14857960eed,0.0,0.0,0.02,0.0,0.0,0.0,ishank_c,0.0,0.0
646,0x16f5c51cee23edfed3dcfff92eb3d65ef0dc9c95,0.0,0.0,0.0,0.0,0.0,6.0,syb625341667,0.0,0.0
647,0x16f9752f206542988f5dd4b303ed37e7f35aefe2,0.0,0.0,0.0,0.0,10.0,0.0,gudlok_,0.0,0.0526315789473684
648,0x16ffe3938b69132c72a5b0250708792db72971b4,0.0,1.161,0.1559,0.0,0.0,18.0,zariat,0.00017135740429031685,0.0
649,0x1702eb6970d99092c137862c9106ba48966d2330,0.0,0.0,0.1559,0.0,0.0,0.0,,0.0,0.0
650,0x171c8be8b92674f7d7b0593aca4619a25a40b6f0,0.0,0.004,0.0,0.0,0.0,77.0,jie79012487,0.00013284686902399016,0.0
651,0x1729f93e3c3c74b503b8130516984ced70bf47d9,0.0,0.0,0.0,0.0,10.0,16.0,hanxin59774420,0.0001330592078149323,0.0384615384615384
652,0x173a55e664c25986f7a2495998751a255793d1ab,0.0,0.0,0.0,0.0,0.0,2.0,greydient_music,0.0,0.0
653,0x173d0fdd71d442e35879b7cf4ff4e966abd9d19c,0.0,0.0,0.1559,0.0,0.0,15.0,stv038_entropy,0.0,0.0
654,0x173d7c5dbe85849a5d4b52e4b4155f66de8e2c28,0.0,0.0,0.0,0.0,10.0,0.0,zhalipt,0.0,0.0526315789473684
655,0x1745aabf933f2305fe7cc4803c4ee07b19bf998b,0.0,0.0,0.0,0.0,10.0,0.0,kaaf2020,0.0,0.0384615384615384
656,0x17484a7e1f2b23b0876369c9009459499c61abfd,0.0,0.0,0.4618,0.0,0.0,4.0,iam__kb,0.0,0.0
657,0x174d123ce1ef00eebf1026fbf061a7a58a928def,0.0,1.1,0.0,0.0,0.0,217.0,msg,0.0020350356688631378,0.0
658,0x176b8c8dd7657a011fcac694364e69cf011980e9,0.0,0.0,0.16590000000000002,0.0,0.0,14.0,ychad_physicist,0.0,0.0
659,0x176d13b1e6ac0476e108c3ca60b15919dff0bcdf,0.0,0.1,0.0,0.0,0.0,0.0,escarolo,0.0,0.0
660,0x177821cbe97b3eb0a20de1fd534bc7160cbcd76e,0.0,0.0,0.1559,0.0,0.0,0.0,shajia45929226,0.0,0.0
661,0x1783b559d21058080f3b6bb1a93e0cfee4779996,0.0,1.0,0.0,0.0,0.0,0.0,0x1783,0.0,0.0
662,0x1786d033d5cbcc235b673e872c7613c2f83da583,0.0,0.2,0.0,0.0,10.0,0.0,nirbhikjangid,0.0,0.2
663,0x178e2dd087b66c839920f2a7719f631e0e9c8f27,0.0,0.0,0.0,0.0,0.0,7.0,justincone,0.0,0.0
664,0x178e9ff3105bdb55371edef50c981ea8addcb23b,0.0,0.0,0.1559,0.0,0.0,0.0,,0.0,0.0
665,0x1797850b64f121e6256053358b1f3a782cce71fb,0.0,0.0,0.0,0.0,10.0,0.0,jbhattad1,0.0,0.0526315789473684
666,0x17a059b6b0c8af433032d554b0392995155452e6,0.0,0.0,0.0,0.0,1040.0,0.0,brennerspear,3.8800088163066e-05,0.337620578778135
667,0x17b7163e708a06de4dda746266277470dd42c53f,0.0,0.0,0.01,0.0,0.0,35.0,brendanelliott_,0.0,0.0
668,0x17cd072cbd45031efc21da538c783e0ed3b25dcc,0.0,2.388,0.0,0.0,8360.0,72.0,js_horne,0.0025832172129699777,0.3543607112616427
669,0x17d0be8ca61077871da5d86566d43ee10afde9ee,0.0,0.0,0.01,0.0,0.0,7.0,realshelbyt,0.0,0.0
670,0x17dfd18987b6b131686fea478600b75d11193335,0.0,0.01,0.1559,0.0,0.0,14.0,zoujw,3.881939168951529e-05,0.0
671,0x17e017a0f3f9eee8e4bbdee0053a16aa04e68d9e,0.0,0.0,0.1559,0.0,0.0,0.0,,0.0,0.0
672,0x17e06a4190444596a4727496b565f8cbc34bbb1c,0.0,1.0,0.0,0.0,0.0,0.0,zan53139636,0.0,0.0
673,0x17e33637f6b64e9082ea499481b6e6ebae7eea23,0.0,1.0,0.3659,0.0,0.0,0.0,,0.0,0.0
674,0x17ed32c42306bf9611258624562182b88ca4cc61,0.0,0.0,0.0,0.0,10.0,0.0,koseyazilari,0.0,0.0769230769230769
675,0x17efc6132f201d45522df36cc1edabcd138f9edc,0.0,0.0,0.1559,0.0,0.0,0.0,,0.0,0.0
676,0x17f0a601bc38c681ef2d46cb52da9b72ecaabb0a,0.0,0.0,0.0,0.0,150.0,0.0,thebrin2000,0.0,0.3191489361702128
677,0x1809608cb26e7037069b36f4b86f6a1e3c6e2f1f,0.0,0.0,0.0,0.0,10.0,0.0,hadiningratipul,0.0,0.0384615384615384
678,0x18138214e48aa957b995c9b97aa266c22fdd9bce,0.0,0.0,0.0,0.0,0.0,27.0,humptycalderon,3.519032871704941e-05,0.0
679,0x1825384244686d6d29497c99b726a0190d5edbe0,0.0,0.0,0.0,0.0,0.0,24.0,alexpurdymusic,0.0001329433866562366,0.0
680,0x182ab91cede43208251095c4af2aba1f2bde72a9,0.0,0.176,0.05,0.0,10.0,0.0,will_leas,0.0,0.0384615384615384
681,0x18490214aa25071e2c38c5e72a85d00d96ea95dd,0.0,0.0,0.0,0.0,0.0,3.0,rawcrypto,0.0,0.0
682,0x184c7e34b75e3a0c5b996917319d9a083de621e9,0.0,0.0,0.1559,0.0,0.0,0.0,,0.0,0.0
683,0x186023307a30172638bba26eaa707eceb72cde80,0.0,0.0,0.0,0.0,60.0,1.0,dschnr,0.0,0.6
684,0x18602d9a5b46e1430b873cdaaec6cdeb24bd644f,0.0,0.0,0.0,0.0,10.0,0.0,cryptoformels,0.0,0.0526315789473684
685,0x18625142e5e576c524329b2568884099e4d9cac1,0.0,0.0,0.2159,0.0,0.0,0.0,,0.0,0.0
686,0x1867fae837313f1d6d534f0ca0c72e1c734c3c4b,0.0,0.0,0.0,0.0,10.0,0.0,samdxl,0.0,0.0526315789473684
687,0x186bad94057591918c3265c4ddb12874324be8ac,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0
688,0x186e740369d5790ce22986711e941f51dcad5090,0.0,0.0,0.01,0.0,0.0,0.0,azgbabe,0.0,0.0
689,0x187089b33e5812310ed32a57f53b3fad0383a19d,0.0,0.1,0.1559,0.0,0.0,0.0,,0.0,0.0
690,0x1892b15cece1471494af00e7552693f3facc8ec8,0.0,0.0,0.1559,0.0,0.0,0.0,,0.0,0.0
691,0x1894bddd8276b3eef4aea248023941af4da45c59,0.0,0.0,0.1559,0.0,0.0,0.0,,0.0,0.0
692,0x18ae9fc06bed0637b1d46063d6b7af1a4f97b02c,0.0,0.0,0.1559,0.0,0.0,0.0,rhonin1,0.0,0.0
693,0x18b1d9c2d5cfdc6d0f162c85a29f6ac81c3a1e24,0.0,0.0,0.0,0.0,0.0,1.0,riterabbit,0.0,0.0
694,0x18b24cf58dd392b9dad6ede481300d33309f3595,0.0,0.0,0.01,0.0,0.0,0.0,,0.0,0.0
695,0x18be3712aa6c65b130835a5f1468d0ea69ce15ea,0.0,0.01,0.0,0.0,0.0,22.0,jonnym1ller,0.000304609647369742,0.0
696,0x18c6a47aca1c6a237e53ed2fc3a8fb392c97169b,0.0,0.1,0.0,0.0,10.0,11.0,xbrucethegoose,0.00024926643703963744,0.2
697,0x18c8df1fb7fb44549f90d1c2bb1dc8b690cd0559,0.0,0.27,0.0,0.0,450.0,42.0,isiain,1.304918387971772e-05,0.2528089887640449
698,0x18e66e0e02203cfa7af34bed6ef6b2b7c42be6e8,0.0,0.0,0.0,0.0,0.0,2.0,psacotv,0.0,0.0
699,0x18ee15f0c12b3035c84a9a1027db1e1151308ac5,0.0,0.0,0.0,0.0,0.0,17.0,wilsonsaccount,0.0001329433866562366,0.0
700,0x18fc43b74fb706f542a2bdd10b6ccf93bdff37b0,0.0,0.0,0.0,0.0,0.0,56.0,rizqat01,0.0,0.0
701,0x190099bd4452653e5a38fb2fe42fb15710e7b324,0.0,0.0,0.06,0.0,10.0,0.0,personwaiting,0.0,0.0588235294117647
702,0x190473b3071946df65306989972706a4c006a561,0.0,1.1,0.1559,0.0,0.0,0.0,chainlinkgod,0.0,0.0
703,0x190bacb622795a1dcc66a81a633e427594e1de04,0.0,0.0,0.0,0.0,30.0,89.0,vishalpatelll,0.0,0.375
704,0x190bf4deb6c946837038fe86740b394a9e0452e5,0.0,0.0,0.1559,0.0,0.0,0.0,freemancrypto_,0.0,0.0
705,0x190f84a2a669ac7f4491c4df161dcb98b7c9bb5f,0.0,1.0,0.0,0.0,0.0,0.0,rayxue518,0.0,0.0
706,0x191af93ef0dd6c112d3f6f5e7d6abb16301aa547,0.0,0.0,0.0,0.0,10.0,0.0,arsalanjelodari,0.0,0.0384615384615384
707,0x192420795e6a2c80c4a90f8a380d792145985f27,0.0,1.27,0.1559,0.0,0.0,32.0,wolf_eth,0.0,0.0
708,0x1929916bbd2dea13b6cca9d41370155a3c0110b3,0.0,0.0,0.0,0.0,10.0,0.0,okathyoo9,0.0,0.0384615384615384
709,0x193c82adf4e514d443735710fdc79f50de6f58a0,0.0,0.0,0.1559,0.0,0.0,0.0,,0.0,0.0
710,0x19711cd19e609febdbf607960220898268b7e24b,0.0,0.0,0.1559,0.0,0.0,0.0,simonas,0.0,0.0
711,0x197514ed3a9d2720c1e2b89ffad3e8484fdbc217,0.0,0.0,0.0,0.0,0.0,4.0,jmrphy,7.761947985258128e-05,0.0
712,0x197654927b536cb58ec0ba369ae0047e4dcf6e01,0.0,0.1,0.0,0.0,0.0,0.0,jamico__,0.0,0.0
713,0x197b78266b283ab19c7a48948fb05ea364b4e570,0.0,0.1,0.0,0.0,0.0,0.0,,0.0,0.0
714,0x19831b174e9deabf9e4b355aadfd157f09e2af1f,0.0,0.0,0.1559,0.0,0.0,0.0,,0.0,0.0
715,0x198712f02dec362773a6d451c86b68930742dd6c,0.0,0.0,0.0,0.0,0.0,12.0,stephenwilliams,0.0,0.0
716,0x1988548e4ed514c6a7e719fdfd6227343b9c8e98,0.0,0.0,0.0,0.0,0.0,6.0,6kadam,0.0,0.0
717,0x198ac467561b16f6701f048ba62aa34a16625ae7,0.0,0.0,0.1559,0.0,0.0,0.0,,0.0,0.0
718,0x199819f4de70e3da056dc131724358255a7cb337,0.0,0.0,0.06,0.0,0.0,0.0,joshua_0x,0.0,0.0
719,0x199bf7e9af43463b9d991802b4bad85636b5d4a5,0.0,0.0,0.0,0.0,10.0,5.0,fadlur91,3.8607052898573135e-08,0.0384615384615384
720,0x19c22c1fe5ff886c2c51f57f6fd70ecbd2b774a8,0.0,0.0,0.0,0.0,60.0,0.0,sabrina07745049,0.0,0.0821917808219178
721,0x19d270bb7975136f9301f53d8765aedad648fe75,0.0,0.0,0.0,0.0,150.0,4.0,theweaver19,0.0001329433866562366,0.1442307692307692
722,0x19de5cb57c5d563e2936c58db9e303eabceb228b,0.0,0.0,0.01,0.0,0.0,0.0,,0.0,0.0
723,0x19e86826048a3458becdd6b0459db22753861906,0.0,0.0,0.0,0.0,1100.0,17.0,mhdempsey,0.00024926643703963744,0.0905448717948717
724,0x19eb7ffdcd670ca917110bd032463120a5e58c8e,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0
725,0x19edbea3e594eb3ddf22149d754710894ada6e17,0.0,0.0,0.0,0.0,0.0,2.0,loveunitesin,0.0,0.0
726,0x19ffa65cf48b8d0cd9081958e69b7a170824955c,0.0,0.0,0.1559,0.0,0.0,0.0,,0.0,0.0
727,0x1a072a0ae89e8c4565c31083c6b2e8a2ee58c3fc,0.0,0.0,0.1559,0.0,0.0,0.0,,0.0,0.0
728,0x1a201469d96f7d443e71ee3997efdd6f2ed33f50,0.0,0.0,0.1559,0.0,0.0,13.0,khalo_0x,0.0,0.0
729,0x1a207beefc754735871ceeb4c506686f044b1c41,0.0,0.16111,0.2159,0.0,0.0,0.0,ethereummemes,0.0,0.0
730,0x1a23c8706a30dc76c93b72537137b9ec003e7268,0.0,0.0,0.0,0.0,0.0,19.0,dansmart,0.0,0.0
731,0x1a50a6238eb67285ccd4df17f75cce430baae2a4,0.0,0.0,0.2159,0.0,0.0,0.0,,0.0,0.0
732,0x1a5d29b3f3e5450190dfae6a435917df49d42c1e,0.0,0.0,0.0,0.0,0.0,3.0,talktoconor,0.0,0.0
733,0x1a5dc41ea6c647bf90263037b4b71f21f622531a,0.0,0.0,0.0,0.0,0.0,2.0,charliegedeon,0.0,0.0
734,0x1a6e64a15cb07639eb27471e422a947085c2f4fc,0.0,0.0,0.1559,0.0,0.0,0.0,,0.0,0.0
735,0x1a7d839dad213e8664411be731754ca9abcac2f7,0.0,0.0,0.1559,0.0,0.0,1.0,petoun1,0.0,0.0
736,0x1a881a29d813e195d58d8a201708c4533b7b514e,0.0,0.0,0.0,0.0,10.0,0.0,mrbamzovbdao,0.0,0.25
737,0x1a90dc29032d5cd9e68e85c91fa7348a32b88fb8,0.0,0.0,0.0,0.0,10.0,1.0,n1njaturtle99,3.881939168951529e-05,0.0526315789473684
738,0x1aa000e34290c1ce5cae1084cd46b1bca04ba6f2,0.0,0.051000000000000004,0.015,0.0,0.0,0.0,,0.0,0.0
739,0x1aa92044fc962abda6c32992a516f52552603769,0.0,0.0,0.0,0.1,0.0,0.0,,0.0,0.0
740,0x1ab5b3227ed9d7baeaf89acea1db447ce741c57b,0.0,0.0,0.0,0.0,10.0,40.0,kanemonday,3.883869521596457e-05,0.0526315789473684
741,0x1acbc889ef57cd3c8a71eb9b36cd66a36b105e25,0.0,0.0,0.0,0.0,0.0,5.0,jeremywblack,0.0,0.0
742,0x1acf3e6e5fb8f5d53469c15b48550bbcfeb22bfc,0.0,0.0,0.1559,0.0,0.0,0.0,,0.0,0.0
743,0x1ad43538f303a03d4cf0be10bd408a23e8bdf73f,0.0,0.0,0.0,0.0,10.0,0.0,whoreadsbooks1,0.0,0.1
744,0x1ad8f000063ffc26385bf341f0063d680b4f96f4,0.0,1.0,0.1559,0.0,0.0,0.0,hipsey_nussle,0.0,0.0
745,0x1add18a1643caf074711e40b2afaf73354d1f743,0.0,0.0,0.15,0.0,0.0,1.0,defihedger,0.0,0.0
746,0x1add90cfe379ad9c56c36522a3a4d33e89032671,0.0,0.0,0.1559,0.0,0.0,0.0,,0.0,0.0
747,0x1adfd7bab354f8db167648373b49c0cb3497de82,0.0,0.0,0.1559,0.0,0.0,0.0,,0.0,0.0
748,0x1ae6912e08bb3e105a4f0a60f666376d3c7af380,0.0,0.001,0.0,0.0,0.0,0.0,tristan_bridges,0.0,0.0
749,0x1ae7a73c3bf5b428b98241b96b43b90afbbb50fc,0.0,0.04,0.0,0.0,10.0,26.0,buckmonsterrr,0.0001329433866562366,0.0384615384615384
750,0x1aeae3180bcebd4687ab053fd955818c8ee76974,0.0,0.0,0.3659,0.0,0.0,2.0,rcpw_,0.0,0.0
751,0x1af710c76ab1958bd98859e1f6c6f7d166390e9f,0.0,0.0,0.0,0.0,10.0,0.0,marting76248328,0.0,0.0526315789473684
752,0x1afa798e2185e38411084bb6d7e5dab975f032c8,0.0,0.0,0.0,0.0,10.0,1.0,knifefight,0.00017174347481930258,0.0434782608695652
753,0x1afec3c6c3698bf38279af8a619ef9b55a4cd34e,0.0,0.0,0.0,0.0,0.0,1.0,jonathanhorst,0.0,0.0
754,0x1aff1e0f1d5f76f92145a278d8c31af9ade783dd,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0
755,0x1b0ab2e1ecddcd9ae3d04589bd49062e639f4458,0.0,0.0,0.0,0.0,0.0,6.0,vnhflow,0.0,0.0
756,0x1b158330eb18839f50649f4cb8f49954214866a3,0.0,0.5,0.0,0.0,3030.0,0.0,ourzora,3.881939168951529e-05,0.184531059683313
757,0x1b16fa5d05f1e29a4ab8af4942c377937f022a51,0.0,0.0,0.0,0.0,10.0,2.0,ncarteron,1.9303526449286567e-08,0.0454545454545454
758,0x1b366f42d0478aff04c77105b4e994fa574dadca,0.0,0.0,0.0,0.0,0.0,18.0,0xjoshglobal,0.0,0.0
759,0x1b468ee9ae4d8bbe14fb1c0b8394bcfa957037db,0.0,0.0,0.0,0.0,0.0,1.0,ankurshva,0.0,0.0
760,0x1b48fede19a4644a01f873082ae694d7a86068a1,0.0,0.15,0.0,0.0,0.0,0.0,,0.0,0.0
761,0x1b4e631d13bae0e287b8610e88d253ea4b1b57ad,0.0,0.0,0.0,0.0,10.0,0.0,kopernikivan,0.0,0.0384615384615384
762,0x1b5e3ebef1dca8fc68fad0c51a119035499df715,0.0,0.0,0.1559,0.0,0.0,1.0,vitorbal,0.0,0.0
763,0x1b64c25a669a9a2c1f8ff56a2789f85057bcafc0,0.0,0.0,0.01,0.0,0.0,0.0,,0.0,0.0
764,0x1b669589412ce84414ee3c1b65cc57f9bc1afe74,0.0,0.0,0.1559,0.0,0.0,0.0,,0.0,0.0
765,0x1b7688538170e98856ea86d0a68c7e407d49c5c3,0.0,0.0,0.0,0.0,10.0,0.0,pennblockchain,0.0005814222166525114,0.09375
766,0x1b784725944ee55eb74f41e29d1262a0dd4d9135,0.0,0.0,0.0,0.0,10.0,0.0,bryanpetes,0.0,0.25
767,0x1b7df0efb5b552a3f87e85710e4580c84355991a,0.0,0.02,0.0,0.0,0.0,0.0,,0.0,0.0
768,0x1b8268398f42d775a5592312b54601031b0629d6,0.0,0.0,0.1559,0.0,0.0,0.0,,0.0,0.0
769,0x1baec9d58603f6eaeddbd66acc56db76215fc8d6,0.0,1.0,1.0,0.0,0.0,0.0,metahands,0.0,0.0
770,0x1bc8b83c3a396a1a6bed44d1a1784210d3944178,0.0,0.0,0.3118,0.0,0.0,0.0,,0.0,0.0
771,0x1bd07f95202f0aa1324cd4f926be3dc1263ef6bd,0.0,0.0,0.0,0.0,10.0,0.0,andrewrchow,0.0,0.25
772,0x1be1b4fb951ca9b430f24d6d86bc6382d6d856be,0.0,0.0,0.0,0.0,10.0,0.0,shaohuayuan,0.0,0.0384615384615384
773,0x1be79610b81df611526351968c2dbb81dc8d36dd,0.0,0.0,0.0,0.01,0.0,0.0,,0.0,0.0
774,0x1bf1baac1e98ade5df093e015e0f783cc4b81b36,0.0,0.0,0.1559,0.0,0.0,0.0,,0.0,0.0
775,0x1bf9599a2b2a9befefaac17088f212b351998faa,0.0,0.0,0.01,0.0,0.0,11.0,dukeofdolma,0.0,0.0
776,0x1bfa983db53d9402cd80ed69f8939a8234a8384d,0.0,0.0,0.3118,0.0,0.0,0.0,toshi_chan8,0.0,0.0
777,0x1bfececb8dd7569b525e5170663fd3c6537e706b,0.0,0.0,0.1559,0.0,0.0,0.0,,0.0,0.0
778,0x1c0aa8ccd568d90d61659f060d1bfb1e6f855a20,0.0,0.0,0.0,0.0,0.0,31.0,r_ross_campbell,0.00036651605669260406,0.0
779,0x1c0f2a3f1fd29b31c8123fc672bd5d554f41c82d,0.0,0.2,0.0,0.0,100.0,0.0,mrratcliff,0.0,0.5263157894736842
780,0x1c1757cdde3b690ac887ff89974758f3d07e4448,0.0,0.0,0.1559,0.0,0.0,0.0,,0.0,0.0
781,0x1c175fdca70f2f1bbe04e3075aa9f968d35e6eb8,0.0,0.0,0.0,0.001,0.0,0.0,,0.0,0.0
782,0x1c277bd41a276f87d3e92bccd50c7364aa2ffc69,0.0,0.0,0.0,0.0,10.0,13.0,fubuloubu,0.0001940197443417793,0.0384615384615384
783,0x1c2ef64b96bff2396842a7750b7504fb20d718dc,0.0,0.23,0.05,0.0,0.0,5.0,rhinomilk,0.0,0.0
784,0x1c3cbf9b1cdddb08cd0c54e42094d53d749e9e58,0.0,0.0,0.0,0.0,10.0,0.0,rockydskyler,0.0,0.1428571428571428
785,0x1c3d12a89ba4c5bd603a239b8007d9ed806aaa6f,0.0,0.0,0.0,0.0,0.0,11.0,ryanfitzgibbon,7.767739043192915e-05,0.0384615384615384
786,0x1c3d1e7168d00f7e2e9eb8fe72d0b50a8ce6471b,0.0,0.0,0.0,0.0,10.0,0.0,chayoma101,0.0,0.0526315789473684
787,0x1c3fd7bbf07f24142a2526cf3be876f50dfba192,0.0,0.0,0.0,0.0,0.0,1.0,drorpoleg,0.00015527756675806116,0.0
788,0x1c5974cd4290fbcc101705cec57e9f1e4f8cc6e4,0.0,0.0,0.0,0.0,0.0,2.0,qibinlou,0.0,0.0
789,0x1c5eb68630ccd90c3152fb9dee3a1c2a7201631d,0.0,0.0,0.01,0.0,0.0,0.0,,0.0,0.0
790,0x1c64f677ac84fe1729b4df9aa2f80958a5b1c487,0.0,0.0,0.1559,0.0,0.0,0.0,,0.0,0.0
791,0x1c793c8e1166f907d0daed36f4ee7e1e13918d6b,0.0,0.0,0.0,0.0,0.0,1.0,adejumodavid12,0.0,0.0
792,0x1ca84a6c0872052e5b04ea22738690bf4cf41c55,0.0,0.0,0.0,0.0,10.0,0.0,booker35582979,0.0,0.5
793,0x1cbbc4e224ac7b830d4bfa50b3d80fd5fb1ad674,0.0,0.3,0.0,0.0,0.0,0.0,,0.0,0.0
794,0x1cbf903de5d688eda7d6d895ea2f0a8f2a521e99,0.0,0.0,0.1559,0.0,0.0,0.0,,0.0,0.0
795,0x1cc6938596b6ec52dad1957f8fff98c105e868c7,0.0,0.25,0.4659,0.0,0.0,4.0,mark_mkzo,0.0,0.0
796,0x1cc88d14f660c47afc9efd1f0dcbe109ad8a11ba,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0
797,0x1ccb144b700ec726d37db38c617e154de6d9c0d0,0.0,0.0,0.01,0.0,0.0,0.0,,0.0,0.0
798,0x1ccd2496090c53687572edc2b62c3b58b6799bbd,0.0,0.0,0.0,0.0,0.0,16.0,immanual,0.0,0.0
799,0x1cde26e9c324ffa7e5b19d3010853c5b188b1a3e,0.0,0.25,0.0,0.0,0.0,0.0,,0.0,0.0
800,0x1ce6a4850c6e56beecf946cbccc0919df9be7347,0.0,0.1,0.0,0.0,0.0,1.0,reeceklug,0.0,0.0
801,0x1ce73dac8b6128d0d2e34a3289bef234368bc5f0,0.0,0.0,0.0,0.0,0.0,7.0,jharryedmiston,1.9303526449286567e-08,0.0
802,0x1d0ae986f6ae3d7fa8dede97f0b7dd35c6823222,0.0,0.0,0.0,0.0,3.0,1.0,jordanwcjackson,0.0,0.04
803,0x1d13bac26f5e81ba836c9c8b110b10aa20dfb8e8,0.0,0.0,0.1559,0.0,0.0,0.0,,0.0,0.0
804,0x1d14d9e297dfbce003f5a8ebcf8cba7faee70b91,0.0,0.2,0.0,0.0,0.0,0.0,yuri_beats,0.0,0.0
805,0x1d2026dc4ce6a25a596542829fed4b1489aa3d2d,0.0,0.0,0.0,0.0,7.0,0.0,di_wisdom,0.0,0.0583333333333333
806,0x1d2342237f49789f2acafe090367e6a8faaea9f6,0.0,0.0,0.0,0.0,10.0,0.0,chigbufueogechi,0.0,0.0526315789473684
807,0x1d2ff3fb2b7400e4ae7a18f4febedfb02fc8e387,0.0,0.0,0.0,0.0,0.0,12.0,danesoto,0.0001329433866562366,0.0
808,0x1d3eda0356e492d51fde4ffb8651c549bdecbdca,0.0,0.0,0.06,0.0,0.0,0.0,,0.0,0.0
809,0x1d4f6afc0e305048ae0a9be9f76b4b89d4a360a5,0.0,0.0,0.0,0.0,0.0,1.0,agraignic,0.0,0.0
810,0x1d4fc5a249b0702468ca520f33b34f92f2fd25d4,0.0,0.0,0.0,0.0,0.0,1.0,nihongfa,0.0,0.0
811,0x1d6c45c00e00eecc9d8204b5d29c7b72afd5faf4,0.0,0.0,0.0,0.0,0.0,18.0,n1ftymark,0.0,0.0
812,0x1d80767d1c03286843212076333d8252f2044b16,0.0,0.0,0.06,0.0,0.0,0.0,,0.0,0.0
813,0x1d8a64283e06fd91f3c1e04efc35536d38cf9c9e,0.0,0.0,0.0,0.0,10.0,0.0,crept89454536,0.0,0.0526315789473684
814,0x1d8e302e451b6698f000809dcb7f51ae4b708936,0.0,0.0,0.0,0.0,0.0,3.0,zzkl26,0.0,0.0
815,0x1d911bcc079660aafb772d48b992d50815b7a66d,0.0,0.25,0.0,0.0,10.0,15.0,axk,0.0,0.0416666666666666
