,source,AU_value,CF_contribution,ED_purchaseValue,SP_value,Votes,mentions,twitter,betweenness
628,0x2dd483eb0814defdbf05d73f904d283871aee54e,0.0,0.0,0.0,0.0,60.0,245.0,arweavememes,0.003021368213884871
629,0x2debdf4427ccbcfdbc7f29d63964499a0ec184f6,0.0,0.0,0.31,0.0,0.0,0.0,,0.0
630,0x2e047ae0c36e60513f2ddd050fa3767c5783591f,0.0,0.0,0.01,0.0,0.0,0.0,pantonuk1,0.0
631,0x2e15d9fb226e2ca3603e1fc74dcaab58fe9fa5f5,0.0,3.1,0.0,0.0,0.0,0.0,amos_sht,0.0
632,0x2e1c182b4784feb8d0b62d8e41595b574556abdf,0.0,0.0,0.0,0.0,0.0,1.0,gpom841,0.0
633,0x2e2139f7dd46aa9937dfd7a7fa9390d62fa60827,0.0,0.0,0.0,0.0,10.0,0.0,cielaheart,0.0
634,0x2e32935bfd5b2718f99bc8fdf8b37c16811f7d97,0.0,0.0,0.05,0.0,0.0,0.0,cauboiespacial,5.530310313755009e-07
635,0x2e419a06feb47d5f640636a55a814757fa10edf9,0.0,0.8999999999999999,0.25,0.0,0.0,0.0,,5.425421663386013e-05
636,0x2e44f49552c0c8e93f60318520760f619c03615f,0.0,0.2,0.16,0.0,0.0,0.0,stxsmith,3.614345666827222e-05
637,0x2e45e558f76eb181176a61b6207e94dd77316aa2,0.0,0.0,0.0,0.0,0.0,8.0,edccai,2.1404734770585627e-05
638,0x2e5300eabf71950b00ddd6a59690cfd8852ad3b9,0.0,0.001,0.0,0.0,0.0,0.0,,0.0
639,0x2e6645c4ecbdaad32d45bb8b93aa8f84a33c5053,0.0,0.0,0.36,0.0,0.0,0.0,breezy_m361,0.0
640,0x2e6a6432e4ae0aff2b4a6143922a6aca7a6ca261,0.0,1.0,0.0,0.0,0.0,0.0,,0.0
641,0x2e70f8a381efd5142474e8ce61fa3d05d3ce0576,0.0,0.0,0.0,0.0,2.0,28.0,tchebotarev,3.7627347433061905e-05
642,0x2e998ea60f0c6e3aad71b4f56847e1b5e4658786,0.0,0.2,0.0,0.0,2000.0,132.0,julialipton,0.0012316590601554717
643,0x2ede0ccebfb3bf307dafc57ff700183391620a69,0.0,0.01,0.0,0.0,0.0,0.0,jackypeng5,0.0
644,0x2f07588468acf47942e70e25d978f677989f0408,0.0,1.0,0.05,0.0,0.0,0.0,,0.00034863770500005394
645,0x2f076c3db4dc1dcade4a3b8f1142b755735859f4,0.0,0.0,0.0,0.0,10.0,0.0,andreikra,0.0
646,0x2f08fc31e901bb70952f448231cb7011161da2c9,0.0,0.0,0.0,0.0,10.0,0.0,hubbleofficial,0.0
647,0x2f0dcbeed3de4bbaa536493688f82316dd6c968e,0.0,0.0,0.0,0.0,10.0,4.0,netkid6,0.0
648,0x2f1178bd9596ab649014441ddb83c2f240b5527c,0.0,0.0,0.0,0.0,10.0,0.0,xiepengqi,0.0
649,0x2f28d0f18d70ceccf1fa969542cc2597615b11cb,0.0,0.0,0.0,0.0,144.0,34.0,johnnymalandras,0.00012211336894989006
650,0x2f41f412373aa1c8c5ac1d9cc57c1d2daf9b5fa2,0.0,0.03,0.0,0.0,0.0,0.0,crypto_lurker01,0.0
651,0x2f4bea4cb44d0956ce4980e76a20a8928e00399a,0.0,0.138,0.0,0.0,7690.0,18.0,annascarroll,0.00020289726293648327
652,0x2f6b15f910c53cddb9cbde54885a5b2636a6c8f3,0.0,0.0,0.08,0.0,0.0,0.0,holdethereum,0.0
653,0x2f71129b240080c638ac8d993bff52169e3551c3,0.0,1.0,0.0,0.0,0.0,0.0,defi_dad,0.0
654,0x2f8f8fbf095345577b901d88efa8ba4ec3fe8e39,0.0,0.0,0.0,0.0,511.0,73.0,gigamesh,0.0018870438637925155
655,0x2f9954a41bd2cfa36f178a455dc8623c4bd48f0e,0.0,0.0,0.0,0.0,10.0,6.0,42opinionz,1.3356808175244476e-06
656,0x2f9b473d4b9f95a5e55f205be1a003b27d24df76,0.0,0.2,0.0,0.0,6330.0,169.0,lizhagelthorn,0.0003718329116189045
657,0x2fcc020f72e5d2edd2a24d04f3dc90d7fdfbd1dd,0.0,0.6,0.0,0.0,0.0,0.0,,0.0
658,0x2fe1f1843ff87f529bea00bc21df8e0469053602,0.0,0.0,0.0,0.0,10.0,2.0,cryptokapano,0.0
659,0x2ff0fa8e27d79d2c5f83623bcf480905745c2039,0.0,0.0,0.06,0.0,0.0,0.0,,0.0
660,0x2ff847346b019e7cbcb4b3790f582ede19151184,0.0,29.0,0.0,0.0,0.0,0.0,,0.0
661,0x2ffb95858710cd4905f90cfab7578e14362f4f76,0.0,0.0,0.0,0.0,10.0,22.0,kevinapr123,5.878769292754098e-07
662,0x30017e8b9a089415672cbabe640d2ba4276c4c56,0.0,0.0,0.0,0.0,0.0,275.0,dickiebush,0.0016488178284095728
663,0x30024de60cfd7fbd68c1257d3ecddac6c1eb8db4,0.0,0.0,0.0,0.0,10.0,0.0,justinmorello,0.0
664,0x3020f760c92c75ef44bf950aa3097067de5290c5,0.0,0.0,0.0,0.0,10.0,1.0,aaronaboge,0.0
665,0x302456cbed0bab93d397bbd23630e0a1cd25fc62,0.0,0.0,0.0,0.0,30.0,1.0,tom54334493,0.0
666,0x3035a1bbd824041b07f8ab2297a71a81e00127c5,0.0,1.0,0.0,0.0,0.0,0.0,,0.0
667,0x306216825c42ae6ec54e106aaed95cdbe6f05f6f,0.0,0.0,0.0,0.0,10.0,8.0,baterenr,0.0
668,0x3070f20f86fda706ac380f5060d256028a46ec29,0.0,0.05,0.0,0.0,0.0,0.0,mcitizen42,2.896639870747759e-05
669,0x308430128e10c349ea7ef76f6c7b140f13711190,0.0,0.0,0.0,0.0,10.0,96.0,themrbigt,0.0001699132786219847
670,0x308709ab07945d786b3886890be5a43420095599,0.0,0.0,0.05,0.0,0.0,0.0,,0.0
671,0x30904bfe0b4ed1946d86555a461b31ac30e43e19,0.0,0.0,0.0,0.0,100.0,23.0,geo_protocol,5.69569405413731e-07
672,0x30de69acccb59e6c6cc3b2748a5f6f9a27217cf2,0.0,0.0,0.0,0.0,10.0,10.0,kramscrypto,4.6109969439566145e-06
673,0x30e838d51c61811d382962b4e0699715462dcde1,0.0,0.02,0.0,0.0,12040.0,0.0,_kabessa,0.0029635610038639248
674,0x30ed73e8bf9ade841779d76ba332aefb9af31dee,0.0,0.0,0.0,0.0,10.0,9.0,noerdia77302508,0.0
675,0x30edddee7486f401195ddd2c1de7b999ab1af72e,0.0,0.0,0.0,0.0,10.0,0.0,treyjackson_,0.0
676,0x31042ef63584e223a247f0302ba8428d8436aa74,0.0,0.0,0.0,0.0,10.0,65.0,vennyrenny,9.486857259683956e-05
677,0x311da6d80cc8994193168ba51b074649606cf6d2,0.0,0.0,0.21,0.0,0.0,0.0,,0.0
678,0x3120e872fb8b4f1b61931fd92d7b1ab2f5111dbb,0.0,0.0,0.0,0.0,10.0,0.0,juhojarvela,0.0
679,0x3127d515a2e8c3610e2fee8ed54a957acdb0c0b4,0.0,0.0,0.0,0.0,10.0,1.0,andikadana4,0.0
680,0x317fd63aac9e043455df2587b12bb39ab005419f,0.0,0.0,0.0,0.0,30.0,2.0,mattjrosenberg,0.0
681,0x3187ef0ddc7443a3bc27db76ee2dbc462f036f99,0.0,0.0,0.0,0.0,10.0,26.0,heatcheckme,1.3911219786108737e-05
682,0x31899271785b2b5f743b38d47d20b8708f6e7ef3,0.0,0.0,0.0,0.0,10.0,0.0,asalim28,0.0
683,0x31941231407ec7e53b2d4e0ba967159736baea9a,0.0,0.0,0.0,0.0,0.0,12.0,fiatluxdao,0.00024259073506827474
684,0x3195c3f94154364e897711e501e104f40d8e23fb,0.0,0.0,0.0,0.0,0.0,0.0,ownerr1903,0.0
685,0x31b4c292b4639a32a0aca72b0451499b464c58cb,0.0,0.0,0.0,0.0,7210.0,105.0,joonian,0.004463407139602908
686,0x31b5168daf15de3ea9565b2b919c53a437cd33ac,0.0,0.0,0.0,0.0,10.0,0.0,deanlin13,0.0
687,0x31ca6ca7f7a3298bc6c5103aa45847f34e382a1c,0.0,0.0,0.0,0.0,4060.0,140.0,yazanator,0.0006367038418773996
688,0x31d173ea66fa8fba38b3ddb798c1c1098f3ae8c5,0.0,0.0,0.0,0.0,10.0,4.0,gekonn,0.0004785501308005482
689,0x31e99699bccde902afc7c4b6b23bb322b8459d22,0.0,0.1,0.0,0.0,0.0,0.0,,0.0
690,0x31eb2d493a204cb97e146dd1b117f179751c994c,0.0,0.0,0.0,0.0,10.0,32.0,rorhug,2.7604051129552603e-05
691,0x320562f05baeeed8aa76a0110008bf0c8c156a8f,0.0,0.0,0.0,0.05,2380.0,0.0,tomosman,0.0013922104397672815
692,0x320aa6e53aa01fb85db1da75c92ad93eab98419b,0.0,0.0,0.0,0.0,10.0,15.0,caishaowu1,0.0
693,0x3213977900a71e183818472e795c76af8cbc3a3e,0.0,0.0,0.0,0.0,30.0,1.0,lassolaseri,4.627841506444912e-07
694,0x32262672c6d1b814019f4ca4e2fc53285a919704,0.0,0.3,0.0,0.0,0.0,0.0,mattdesl,0.0005019893557185606
695,0x32277fd245bb03a5dcade4d4486e9337458a1bbb,0.0,0.0,0.0,0.0,30.0,8.0,mike_d_romero,3.880306850234132e-05
696,0x322bfaf218f93bb31a38a153c3fa173bb19bb255,0.0,0.0,0.0,0.0,10.0,2.0,mikaelbroken,0.0005466883356659147
697,0x323794c012df58d68843d745c75ea536d870c7da,0.0,0.2,0.0,0.0,0.0,0.0,,0.0
698,0x3239ef4d5edcbb8ca9fe762f417134dd6e381c08,0.0,0.0,0.0,0.0,10.0,0.0,understander_of,0.0
699,0x324f099c5b98c0c9964071481c7762b6635d6733,0.0,2.0,0.0,0.0,0.0,0.0,,0.0
700,0x3250a2576611f3bfbdead0005b9e3a2a1f6faf50,0.0,0.0,0.06,0.0,0.0,0.0,,0.0
701,0x3253da3880d267b210cce5d1eb65e59e5364941f,0.0,0.0,0.0,0.0,10.0,1.0,birlager,0.0
702,0x32590b1d03163a719c3fea7b2c92355d80ea9818,0.0,0.0,0.0,0.0,10.0,0.0,nayukappuru,0.0
703,0x327a001fc673fa8a384c2ec024cdb395671927ea,0.0,0.0,0.0,0.0,10.0,18.0,tannirsami,2.898146673914841e-05
704,0x327b9dee1830f8201efa751fd96f7b1ad0b300a1,0.0,0.0,0.0,0.0,360.0,11.0,0xfendiman,6.558096792637529e-05
705,0x32802f989b4348a51dd0e61d23b78be1a0543469,0.0,1.0,0.0,0.0,15060.0,307.0,whatdotcd,0.01787904389143699
706,0x32814d1b2ca7aa190746382032732cd0e902d556,0.0,0.01,0.0,0.0,0.0,0.0,,0.0
707,0x328809a567b87b6123462c3062e8438bbb75c1c5,0.0,2.05,0.0,0.0,0.0,0.0,,0.0
708,0x32a7e4fe818d6b5397a159b3ca609330e178b64e,0.0,1.0,0.0,0.0,0.0,0.0,luokaixin2,0.0
709,0x32ad9a84ef02f215280629c8ade3f583880a0e2a,0.0,0.0,0.0,0.0,50.0,254.0,prestonattebery,0.0016363060270968672
710,0x32e0fa8bfe7589d1d89bbaa240252e809f7d6027,0.0,0.001,0.0,0.0,0.0,0.0,,0.0
711,0x32f249180d2d91a3a8ecaebe9283bde3c8903986,0.0,0.0,0.0,0.0,10.0,6.0,ecbsj,3.320998030347614e-05
712,0x331e5d9c3f48a73a46ad73c4d998c182a7f461e6,0.0,0.0,0.0,0.0,30.0,7.0,yorkiku,0.00047393364928909976
713,0x3341dd81d325f231aa744efd603b8255d8cc3515,0.0,0.0,0.0,0.0,10.0,127.0,lostcod3r,0.00019177694301546167
714,0x3347fee5910775b1c4b164d411dc517d7499a68a,0.0,0.01,0.0,0.0,0.0,0.0,,0.0
715,0x335e19b3f5dcfa2e398ee7d5ff430a1f8ccc88b2,0.0,0.0,0.0,0.0,10.0,109.0,superrareperks,0.0005052035184562419
716,0x3360a4e0eb33161da911b85f7c343e02ea41bbbd,0.2,0.0,0.0,0.0,0.0,50.0,mdcl,0.0001331118714924057
717,0x337839612def7463bf9d64c9887c8e1ffd4c3886,0.0,0.0,0.0,0.0,10.0,0.0,marksbrainwaves,0.0
718,0x337cacd5a396e7c5007b73733df7cd6f8af8c337,0.0,1.001,0.0,0.0,0.0,0.0,dfinitynft,0.0
719,0x338050301df259ab1aee79026e6e1bff7b10c899,0.0,0.2,0.0,0.0,0.0,0.0,null_hax,1.414780376691421e-06
720,0x3397523a9e446b7018d9bd0e924aa85debadc6f1,0.0,0.0,0.0,0.0,30.0,0.0,fleshy,1.005281865066302e-07
721,0x33baacafcb6eeaaa15699a00d02dbd2bf988e11e,0.0,0.0,0.05,0.0,0.0,0.0,,0.0
722,0x33e3c007d1d48e2b645c9ce22570267b0c82f578,0.0,8.1,0.0,0.0,0.0,0.0,,0.0
723,0x33e580cee928d83a61b98905a1f9be68ea6279b8,0.0,0.0,0.06,0.0,0.0,0.0,trooperfat,0.0
724,0x33e96eb658bcf4858fe60dd0ca170b2d54411358,0.0,0.025,0.01,0.0,0.0,0.0,robneal28,0.0004124062604235537
725,0x33f19221618359fdbd68245220b1e6d07d2da12c,0.0,0.0,0.25,0.0,0.0,0.0,tbenr,0.0
726,0x33f283fffa88197fa875c011537ada7f96a46027,0.0,1.0,0.0,0.0,0.0,0.0,,0.0
727,0x340dcbd638d756b0e2c5a89336150c3ff0dbd79f,0.0,0.0,0.05,0.0,0.0,0.0,,0.0
728,0x341dcd9e49fb06bc47858896f2e4cb7ac00772af,0.0,0.0,0.0,0.0,10.0,4.0,juanjuanlon,2.2282593321650465e-05
729,0x3424f391fb83293ab1ef8b15c1fa1f115462b32c,0.0,0.0,0.0,0.0,10.0,0.0,axelord51,0.0
730,0x342edddee349100f5d1f7488dcc694c4b7ecb187,0.0,0.0,0.0,0.0,10.0,11.0,muma017,6.939997495723102e-06
731,0x345122f6513329d169cff39ace8978edc3942b5d,0.0,0.04,0.0,0.0,5877.0,63.0,khole_dena,0.0011140170983459194
732,0x34566bb0d892905570aec0ec8041a49e4d0d8e79,0.0,0.0,0.0,0.0,10.0,10.0,alexkatnomov,6.4132759331932e-06
733,0x3457f035ed77c6eb6bc2d78a6f93ae474f1ff863,0.0,0.0,0.01,0.0,0.0,0.0,practicedaoing,0.0
734,0x3465db572306933441df297454b7e7594724faa3,0.0,0.0,0.0,0.0,30.0,0.0,portis_angie,9.93014242490434e-08
735,0x34665577f1d363d839b88d24105833efed0c592a,0.0,0.0,0.01,0.0,0.0,0.0,,0.0
736,0x347bebe2fb2a69c5c2da658c8e5810b79be6dc2b,0.0,0.0,0.0,0.0,0.0,164.0,wen_xs,0.0012319781004421734
737,0x348ebacf42d4f343142b983f16e06ee78a25edb6,0.0,0.0,0.0,0.0,10.0,0.0,myaronmyaron,0.0
738,0x34a4dd196ab83166c8c9935d5a6f60f2a02a905a,0.0,0.0,0.0,0.0,0.0,94.0,bentossell,0.0012204894121844022
739,0x34aa3f359a9d614239015126635ce7732c18fdf3,0.0,0.0,1.06,0.0,0.0,0.0,,0.0
740,0x34cd8a21e92b0abd558ff02d6cc7a9e12daf0ff1,0.0,0.0,0.11,0.0,0.0,0.0,,0.0
741,0x34d4ecd77d6378ebdda1c62a38881e4587109181,0.0,0.0,0.0,0.0,10.0,0.0,ape_tard,0.0
742,0x34dc5ab34e309228e567f6f17e3459d8587efada,0.0,0.0,0.0,0.0,10.0,0.0,nkwochaemmanue8,0.0
743,0x34e605bf9c2c8d5da1edff0a1dfa514ba39830b4,0.0,0.0,0.15,0.0,0.0,0.0,,0.0
744,0x350bfbe87efe959c01aa3bf35331dd2e6276b096,0.0,0.2,0.0,0.0,0.0,0.0,yrgismusic,0.0
745,0x350e6251722400daba2eb4e6fd873631a4f81be8,0.0,0.02,0.0,0.0,0.0,0.0,murascotti,0.0
746,0x3527a204a5260a0e36ca695312379370328e4e6c,0.0,0.21000000000000002,0.005,0.0,0.0,0.0,lianaloeb,1.0911384255366622e-05
747,0x354e56bf03cc7bb0e29a00f3d08495795fafe71f,0.0,0.0,0.0,0.0,10.0,0.0,orfem93,0.0
748,0x354f7a379e9478ad1734f5c48e856f89e309a597,0.0,0.0,0.0,0.0,10.0,106.0,daveefreiburger,0.00017264842914887214
749,0x356069937e91f2ab155c917a9846b80e8c382346,0.0,0.0,0.0,0.0,30.0,0.0,ethsofa,0.0
750,0x356b3e9112717b91a13bd84bc1c3ae4483a45068,0.0,1.0,0.0,0.0,0.0,0.0,,0.0
751,0x356da2fedae2e6eb17ed5e65c110f37dae1305ae,0.0,0.0,0.0,0.0,10.0,161.0,webmusicboi,0.0004333923086843245
752,0x358a906ca407a35de33b930aa7cf49a301a4def1,0.0,0.1,0.0,0.0,0.0,0.0,validatoreth,0.0
753,0x35977cf9b9a753d11e043452418d01f37d93084e,0.0,0.5,0.0,0.0,10.0,77.0,nateliason,0.0015343720796036778
754,0x35a2538c715169c9b048ed1ef7cfb5572c349c8b,0.0,0.5,0.0,0.0,0.0,0.0,,0.0
755,0x35aa360a5a78e555cacd4a04c70d093be90fa43f,0.0,0.0,0.0,0.0,0.0,60.0,nikovijay,0.00015878312287855484
756,0x35c7d5469d7cf3c9f556883b1b72678989c4efca,0.0,0.0,0.0,0.0,8.0,7.0,cryptoinfluence,0.00015613076432809383
757,0x35d1223cb4bd658c03a80a92c38bcdc60a965f5e,0.0,0.0,0.0,0.0,10.0,4.0,burntboi,0.0005261384305693185
758,0x35d124ce28e92a7365ac428234a6c362eaea1845,0.0,0.1,0.0,0.0,0.0,0.0,,0.0
759,0x35d2e8a8c9f0f6521a509287fd8c1d6a718d8806,0.0,0.0,0.0,0.0,10.0,10.0,boyclint3,1.7548260514651327e-05
760,0x360736f680fddf88843f4a2b2db7aa2b27aca883,0.0,0.0,0.0,0.0,8.0,27.0,malthusjohn,0.0001174708351151984
761,0x3614e8f23083a8305413cfc99c73dccfd021eeeb,0.0,0.0,0.0,0.0,10.0,26.0,swjking,5.149779188253008e-05
762,0x363bb53b20357489ec6465b26ecceb19b2c833ae,0.0,0.002,0.0,0.0,0.0,0.0,,0.0
763,0x3651c27ed628eed87bcd6527ef3938fb357af092,0.0,0.0,0.0,0.0,10.0,2.0,tuihane_,4.011308436131226e-05
764,0x366887642858e2b0c4faf7226a1462aae53e41a2,0.0,0.15,0.0,0.0,0.0,0.0,,0.0
765,0x366e58737164430af4aed2856840be9bb148bdc7,0.0,0.001,0.0,0.0,10.0,3.0,yummyuyu_,1.6183044649011855e-05
766,0x367ee654432e0bf0a79c551bae7e3ac03d6364bd,0.0,0.0,0.01,0.0,0.0,0.0,,0.0
767,0x36cd4e5766e09c4e86d04a8f8812021e84644ed6,0.0,0.0,0.0,0.0,10.0,34.0,justubko,0.00012941726585843764
768,0x36cd7d891dc5e5fcbc2a900da4ec94a900ab4291,0.0,0.0,0.0,0.001,0.0,0.0,,0.0
769,0x36d45dac4ff01bc6c445cd7d7ca4d821c3e5f956,0.0,0.0,0.0,0.0,10.0,2.0,mydiscuzster,0.00012641793292670416
770,0x36de990133d36d7e3df9a820aa3ede5a2320de71,0.0,0.05,0.01,0.0,10.0,92.0,0xgokhan,0.0103353461938876
771,0x37341cbb14c5f128a70b149726ad8b2ce6f4c793,0.0,0.0,0.31,0.0,0.0,0.0,daoadvocate,0.0
772,0x37383c0e568b5792a556a1a846616ff381db6611,0.0,1.09547,0.0,0.0,0.0,0.0,,0.0
773,0x375c4952dfe5d5f0eae142f73cf8138ad496a722,0.0,0.01,0.01,0.0,0.0,0.0,rajesh62,0.00034863770500005394
774,0x376275c4f9e4fffd8a89a90852f253f8e3373f67,0.0,0.2,0.0,0.0,375.0,71.0,hvdsonofficial,0.0004966421572305125
775,0x37648f9522f3637bd38f5a033b9a9cd7f094451b,0.0,0.8,0.0,0.0,0.0,0.0,robogajesh,0.0003170169190254597
776,0x3770334b05b8f8de2a61df71c1ebfb46a8196a67,0.0,0.0,0.0,0.0,10.0,0.0,adhcrypto,0.0
777,0x377079de5e8c3d105c39c3533c095431d1681f9c,0.0,0.0,0.05,0.0,0.0,0.0,nwquah,7.327308495073288e-06
778,0x378673ebaf0275a972f4303e0029db034693a668,0.0,0.0,0.0,0.0,10.0,0.0,kloknews,0.0
779,0x37e21afada1fe8ab144ebdc08ec7bd8a2c2ce4fb,0.0,0.0,0.0,0.0,10.0,0.0,hodlinfluencer,0.0
780,0x37e658b92bb74e4a8bde3969bf0afcb2109f7591,0.0,0.0,0.01,0.0,0.0,0.0,,0.0
781,0x3803d882b23ee63203006949e3758a6dbb9f6427,0.0,0.0,0.0,0.0,60.0,0.0,rubiokishi1,5.847784482005905e-07
782,0x381636d0e4ed0fa6acf07d8fd821909fb63c0d10,0.0,0.6,0.0,0.0,0.0,0.0,,0.0
783,0x383702487864e0dbc9a92c6936cb9558060dc8bd,0.0,0.0,0.0,0.0,1.0,0.0,cwidafor,0.0
784,0x3839acf1ee7699d1f46b1be840d8ad8317fdf757,0.0,1.0,0.0,0.0,530.0,56.0,0x_lucas,0.00439943300627071
785,0x383d01f9d4e759405b00867949844a7f9b40314b,0.0,0.0,0.0,0.0,10.0,0.0,ik71584118,0.0
786,0x386c82b52d6e0dfb636c51b577577140cc1df4bf,0.0,0.0,0.01,0.0,0.0,0.0,dorokin_blog,2.583257667666468e-05
787,0x38ab17c5b796f15305ec81ff7ef2a0b00d796d1d,0.0,0.0,0.12,0.0,0.0,0.0,,0.0
788,0x38abadbad8df2abf0aa8115c2fdd62e70f5a03b7,0.0,0.0,0.0,0.0,10.0,1.0,hmyacxzhd7uk5wq,1.87245028828957e-06
789,0x38abcd2c90cc76059308221ee678ca23c4d20279,0.0,0.001,0.0,0.0,0.0,0.0,wall_st_,0.0
790,0x38cb027d65aaf2d3f401ff9bd0599afe86f1b627,0.0,0.0,0.0,0.0,10.0,46.0,heyhaigh,0.0008003214898041254
791,0x3919adc5af250da5a5fab98b8346e959f03a7e8f,0.0,0.0,0.0,0.0,30.0,58.0,hamzateraheem,9.935493373985103e-05
792,0x391cd59d33aed135e8ba7475677b1bc781035b32,0.0,0.0,0.01,0.0,0.0,0.0,squidsuit0x41,5.167482222789523e-05
793,0x394460559dbf84928d71e12c319f103b000993ec,0.0,8.87,0.0,0.0,0.0,0.0,shingaithornton,0.0006221692802736009
794,0x3977263f2c5b49c47b911bcedd36f4e95bf6668f,0.0,0.0,0.06,0.0,0.0,0.0,,0.0
795,0x399e0ae23663f27181ebb4e66ec504b3aab25541,0.0,0.0,0.01,0.0,0.0,190.0,superphiz,0.0007656235664556291
796,0x39a45e576ddc0540d17b1c1ce2f6dc1656ed100c,0.0,0.0,0.0,0.0,1254.0,357.0,jubrilade_,0.0017671817575039084
797,0x39b754a9b7d4932d740b9bf6b77d6995318342c7,0.0,0.0,0.01,0.0,0.0,0.0,,0.0
798,0x39c487e2e90638e5b6b87cae88ca581a9c102b4d,0.0,0.0,0.0,0.0,655.0,4.0,tracydetg,0.0009076116514759937
799,0x39c96a99eb32db691cf59282042b3a1a531bea0f,0.0,0.0,0.0,0.0,3.0,14.0,rishirajsinghs,0.00021383172923047052
800,0x39ce2bca8a546f15c272aaa98d49089518b36f4c,0.0,0.0,0.0,0.0,5.0,10.0,eugenioscles,0.0
801,0x39f339844247aa010c7a5779ee925d451a64f6d7,0.0,0.0,0.0,0.0,10.0,3.0,chimdalu_o,0.0003192061829457763
802,0x39f4662bf97200dbfa00ed05e3141c8959151cfa,0.0,0.0,0.3,0.0,0.0,0.0,,0.0
803,0x3a03605ff5cd1a702d8cf4ec1ea51326dd802477,0.0,0.0,0.0,0.0,10.0,0.0,s____n____a,0.0
804,0x3a2165b7c21964a0399e5391c25327b914698a99,0.0,0.0,0.0,0.0,10.0,225.0,metamick14,0.00011319436297039104
805,0x3a3297881e9904d0463fec7acd9d6d34b915dcb7,0.0,0.1,0.0,0.0,0.0,0.0,,0.0
806,0x3a37c297dcb086f1aeb32fc5219ba9fc2792a333,0.0,0.0,0.0,0.0,10.0,12.0,landsident,2.4265344271177107e-05
807,0x3a4a05517f3fac72b6a3be284f9ef4c08f02774b,0.0,0.0,0.0,0.0,10.0,1.0,ericmault,2.570680593065301e-07
808,0x3a54c7e77b75f0d288e1bab7dfeec7684fc57246,0.0,0.2,0.0,0.0,0.0,0.0,tarngerine,1.3616359444570525e-05
809,0x3a6cb57e87ba21f48304ff4a0f6ebf81d262a22c,0.0,28.88,0.0,0.0,0.0,0.0,algovc,3.7784596003933614e-05
810,0x3a7dbf12aa454b70f0bc21c3917377cae36709fa,0.0,0.0,0.0,0.0,10.0,0.0,p8sipnljionnxyw,0.0
811,0x3a900a9b8b6901bdd1a68a67a4e19a785acaa403,0.0,0.0,0.0,0.0,30.0,0.0,ianjohnlee,0.002300411689370492
812,0x3a9c7db0cb65e9318aa082d5ea83e327ab9fcd76,0.0,3.6,0.0,0.0,745.0,2.0,leophiladelphia,2.442492385902698e-05
813,0x3ab14eb21faa494d3fee9d8c1bbc0b8cc1960ef4,0.0,0.0,0.0,0.0,10.0,2.0,talivet1,0.00023595143903005364
814,0x3ada0a88835691dac6ae3ea2bdd4af14ee76b081,0.0,0.16999999999999998,0.0,0.0,100.0,124.0,getprsm,0.0005403131458462119
815,0x3b1026d5b651b5d060f4b857fda6b74baf5636ee,0.0,0.2,0.0,0.0,0.0,0.0,pduddyofficial,0.0
816,0x3b3525f60eeea4a1ef554df5425912c2a532875d,0.0,0.308,0.0,0.0,13305.0,396.0,jacksondame,0.014769558202419417
817,0x3b3c01c9f5d8e04956b799b5503bb89968b4f768,0.0,0.0,0.21,0.0,0.0,0.0,zaziemuse,0.0
818,0x3b438e40d443a1c889fd7a1f16abee9723e85a40,0.0,0.0,0.0,0.0,10.0,0.0,sirwasec,0.0
819,0x3b499ac151097dc9d32e056074e1e541a1ba9e2d,0.0,0.5,0.0,0.0,0.0,0.0,,0.0
820,0x3b60e31cfc48a9074cd5bebb26c9eaa77650a43f,0.0,0.0,0.0,0.0,0.0,5.0,ccarella,1.5722827665928608e-05
821,0x3b7dcd187d91d175277917d2bcd9b7dacdfdbdf8,0.0,0.0,0.0,0.0,10.0,7.0,becklyn06,0.0
822,0x3bbbcbc1c0b584f61ed746096e7b67c6bc2dac93,0.0,0.30000000000000004,0.05,0.0,150.0,116.0,hubbersnaks,0.0013250719316594062
823,0x3bd31a863a799cf0ef9f6d678a8c39a1f8af0a9b,0.0,0.0,0.01,0.0,0.0,0.0,,0.0
824,0x3be86764d9da4e1122d9066ad0c9061b5be52b84,0.0,0.0,0.0,0.0,10.0,0.0,hanid_sodiq,5.349198628529662e-08
825,0x3bf0f2caac44d853be372cb0286b00ddbad98767,0.0,0.0,0.0,0.0,10.0,81.0,chris3collins,0.00026939142617946445
826,0x3bf29558f23af0a87bf13695c7b863d4856b6635,0.0,0.0,0.0,0.0,10.0,8.0,sun_rasa,0.0
827,0x3bf34af536e7f2d20172ba58a6e7c781379fb4f3,0.0,0.0,0.0,0.0001,0.0,0.0,,0.0
828,0x3bfcdbcf87ecfa057074f86a2fcd06c774280ad9,0.0,0.0,0.0,0.0,10.0,0.0,pauseandthrive,0.0
829,0x3c06bad330f6d687c36414e83c142dbb9cfb4412,0.0,0.0,0.0,0.0,10.0,0.0,juanlee99,0.0
830,0x3c1a491a11d500f8a6b31a69c129a0eae2b9d6f5,0.0,0.0,0.05,0.0,0.0,0.0,bgrabelsky,0.0
831,0x3c1d6deb260a173059e030fa29d053545e7bc821,0.0,0.0,0.0,0.0,0.0,48.0,sbmckeon,7.499937852266386e-05
832,0x3c2b4bdcd2f742c55186fc599cb733a127e2b8ab,0.0,3.0,0.0,0.0,10.0,2.0,aestho,0.00010098818733316609
