,source,AU_value,CF_contribution,ED_purchaseValue,SP_value,Votes,mentions,betweenness,created,unique_contributed,votes_before,did_bid,total_contributions,did_contribute,did_create,actual_airdrop,betweenness_level
2105,0x73186b2a81952c2340c4eb2e74e89869e1183df0,0.0,0.0,0.0,0.0,10.0,61.0,0.0018268724884943,0.0,0.0,20,0,0.0,0,0,0.023653744976988602,low
2106,0x731c9c9dd1864f724f83fd384acf23ed240a06a6,0.0,0.05,0.0,0.0,10.0,48.0,0.001060795173015,0.0,0.1111111111111111,10,0,0.05,2,0,0.01228977241446111,low
2107,0x73277e3381031df26c240a1041d8ff159f8f01e6,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,20,0,0.0,0,0,0.02,low
2108,0x7339a863f930619b59e7ea5ebfe56bdeb916ec2d,0.0,0.0,0.0,0.0,30.0,5.0,1.7917594290285336e-06,0.0,0.0,30,0,0.0,0,0,0.030005375278287085,low
2109,0x73474f3e98bb7df8d591a86369b7f7868bf19564,0.0,0.0,0.0,0.0,0.0,3.0,1.4165920853164074e-06,0.0,0.0,10,0,0.0,0,0,0.010001416592085317,low
2110,0x7373114727b9175acb2b77d362069b208b925b9d,0.0,0.0,0.4499999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4499999999999999,2,0,0.0,low
2111,0x737cff38afb3b57b29f3cdfebd63f6b69e95998c,0.0,0.0,0.0,0.0,60.0,6.0,8.692779147154351e-06,0.0,0.0,50,0,0.0,0,0,0.050043463895735774,low
2112,0x738f268aa2d339787ccc403d2b8ce3ae3bcad09e,0.0,0.0,0.0,0.0,0.0,63.0,8.500790312157596e-05,0.0,0.0,10,0,0.0,0,0,0.010085007903121578,low
2113,0x73d1e8cade2a68d1aaae12362ef430939cb41761,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10,0,0.0,0,0,0.01,low
2114,0x73df3559f3224f85258c160d3e17bdb9d6288ff4,0.0,0.0,0.0,0.0,0.0,5.0,5.578038704225555e-07,0.0,0.0,10,0,0.0,0,0,0.010000557803870422,low
2115,0x73fa9df99faaa8d110c5afd917355eba0f993362,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0,0,3.0,2,0,0.06666666666666667,low
2116,0x7405fe24003a50e4f4117d35e9b5a9f5e512fede,0.0,1.0,0.05,0.0,0.0,0.0,3.43488818020142e-05,0.0,0.1111111111111111,10,1,1.05,2,0,0.03344782960600671,low
2117,0x741efacc7ea2bc902c918f1e2afd449ecf8f1c44,0.0,1.2,0.0,0.0,0.0,0.0,9.821967429238544e-05,0.0,0.2222222222222222,0,0,1.2,2,0,0.05385717159622606,low
2118,0x74203081372d8473111337bab70222c54ad7d60c,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,20,0,0.0,0,0,0.02,low
2119,0x7425cae07461c3e0033ee76c79be535674a9b288,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10,0,0.0,0,0,0.01,low
2120,0x742b97dc68bcc3475feb734c2df2c76f25664532,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0,0,0.01,2,0,0.0,low
2121,0x7438a26054e311d118c3c72c085478d4f540d9aa,0.0,0.0,0.0,0.0,1.0,3.0,9.365314022946418e-07,0.0,0.0,20,0,0.0,0,0,0.020001873062804588,low
2122,0x743e56d22945f458809c3da644f17d5d5cd4f75a,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,20,0,0.0,0,0,0.02,low
2123,0x744e8abd4947cef051768f2211885f116dc48330,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10,0,0.0,0,0,0.01,low
2124,0x74582579cebffc7ae88c45f192003db51c1692cb,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,10,0,1.0,2,0,0.03222222222222222,low
2125,0x74589f1d916cb421504c07b54a71f4fa2de4dc7e,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.01,2,0,0.0,low
2126,0x74660abcd7031fce566334e36ea754190be50147,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,20,0,0.0,0,0,0.02,low
2127,0x74667801993b457b8ccf19d03bbbaa52b7fff43b,0.0,0.1,0.05,0.0,0.0,38.0,0.0005536523738836,0.0,0.1111111111111111,10,0,0.15000000000000002,2,0,0.014071536498511467,low
2128,0x746692cd719132ff43f274ab343b4c85363d94a9,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,20,0,0.0,0,0,0.02,low
2129,0x747d37be993d9b0d3cc17f6257eb465377671938,0.0,0.0,0.0,0.0,10.0,95.0,4.416166966494507e-05,0.0,0.0,20,0,0.0,0,0,0.020088323339329892,low
2130,0x7485ac6d8534691993348d51ab0f131a19fff763,0.0,0.0,0.0,0.0,0.0,48.0,0.0017962926363889,0.0,0.0,10,0,0.0,0,0,0.011796292636388902,low
2131,0x74921021c931f7e6ed00727f658f6c26d2614d29,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,10,0,0.0,0,0,0.01,low
2132,0x74c6c08ce361a04c985c349e6bc2463c145e7c4a,0.0,0.0,0.0,0.0,30.0,8.0,2.2768287556267105e-06,0.0,0.0,30,0,0.0,0,0,0.030006830486266883,low
2133,0x74d9c9a7673a1f19f6dc4f1ab47e9349685d9b91,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,20,0,0.0,0,0,0.02,low
2134,0x74fb4e16a1eacde832c6027afa974793b7efd54f,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,10,0,1.0,2,0,0.03222222222222222,low
2135,0x751077dfd4942aa28985baa850f4c648d241c863,0.0,0.3,0.01,0.0,3520.0,89.0,0.0012152371476248,0.0,0.2222222222222222,1100,0,0.31,2,0,1.2491281907532334,low
2136,0x75168085442bbe69a0caf0a7a31355433e9e00a4,0.0,0.0,0.0,0.0,0.0,16.0,3.920022895374064e-05,0.0,0.0,10,0,0.0,0,0,0.01003920022895374,low
2137,0x751ff169fa139ab1a90a4acb2180bbf7531e34f1,0.0,0.138,0.0,0.0,2690.0,88.0,0.0018605563968151,1.0,0.1111111111111111,1090,0,0.138,2,1,2.4824935242293793,low
2138,0x752c16c291eb17181d0b987fd215602618cd2d4c,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,10,0,0.01,2,0,0.010222222222222223,low
2139,0x753fc241f9c25937a51603b05fa7b6f32cd4a3df,0.0,0.0,0.0,0.0,21.0,0.0,3.50425093956544e-05,0.0,0.0,30,0,0.0,0,0,0.030105127528186965,low
2140,0x7540d459671803e79a499bc80c604fb5d61c0342,0.0,0.0,0.0,0.0,0.0,30.0,2.6960312971887503e-06,0.0,0.0,10,0,0.0,0,0,0.010002696031297189,low
2141,0x75591ddd65864c760a730b5ae8d77f58fb2c34d7,0.0,0.0,0.0,0.0,6.0,10.0,7.940727972531404e-06,0.0,0.0,20,0,0.0,0,0,0.020015881455945062,low
2142,0x756085e47e85a1c35096112f42f3d3fef17ee35b,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,10,0,0.01,2,0,0.01,low
2143,0x7565deddcb83a14b185eb9520914bb918cdfe983,0.0,0.0,0.1,0.0,10.0,0.0,0.0015867922696237,0.0,0.0,20,0,0.1,2,0,0.0231735845392474,low
2144,0x75669641e1a466965740d1f9249dd6c17296ee44,0.0,0.0,0.0,0.0,0.0,8.0,1.8971043562067984e-06,0.0,0.0,10,0,0.0,0,0,0.010001897104356209,low
2145,0x756cbf2fecaa904fe06f69ca4047a873484f6bdd,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,20,0,0.0,0,0,0.02,low
2146,0x757d60fb1d8f5fcbf2b3f3533ccdd8b85143b16c,0.0,1.1,0.0,0.0,0.0,6.0,6.24981068196295e-05,0.0,0.1111111111111111,10,0,1.1,2,0,0.03465971570126761,low
2147,0x7582cde92962a71143185a6f8f397f52cc86ecff,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,10,0,0.0,0,0,0.01,low
2148,0x758d9a820f23ab1e83889ce66887e30b46a7dd47,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,20,0,0.0,0,0,0.02,low
2149,0x7590a86efeefb41d921f869ffc3f6bd72ef63ee6,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,10,0,0.0,0,0,0.01,low
2150,0x7596f3b32b6e3c5ae2de0c90a98153460ea6d1ad,0.0,0.0,0.0,0.0,17.0,0.0,2.023804902682331e-05,0.0,0.0,30,0,0.0,0,0,0.03006071414708047,low
2151,0x759de6b9806a5f695b8fe92f58a6771fb5db52c6,0.0,0.0,0.0,0.0,10.0,51.0,8.203862332087757e-06,0.0,0.0,20,0,0.0,0,0,0.020016407724664176,low
2152,0x75b379238868ebb577ce9888524d3cd71ee4b236,0.0,0.0,0.0,0.0,10950.0,0.0,0.0002581475810135,0.0,0.0,1140,0,0.0,0,0,1.1694288242355388,low
2153,0x75ba5ee883c2ede43282bde16e38d6ca8edccdf3,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.02,2,0,0.0,low
2154,0x75c1e14cd2d114686bd5b765fcfe376176e41f1f,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.01,2,0,0.0,low
2155,0x75cac0ceb8a39ddb4942a83ad2aafaf0c2a3e13f,0.0,0.0,0.0,0.0,10.0,23.0,0.0001751311667586,0.0,0.0,20,0,0.0,0,0,0.0203502623335172,low
2156,0x75d4bdbf6593ed463e9625694272a0ff9a6d346f,0.0,0.0,0.0,0.0,0.0,172.0,0.0078721526889666,0.0,0.0,20,0,0.0,0,0,0.035744305377933196,low
2157,0x75efb14db7e8037d109b8c3d61f32a4e7233376d,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,10,0,0.0,0,0,0.01,low
2158,0x7618536e2705026b71f7bcc7b05af2e8478c2b0c,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10,0,0.0,0,0,0.01,low
2159,0x761b100d3b308000382bfad80460c60d93f2d78e,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,20,0,0.0,0,0,0.02,low
2160,0x763e37280971eb5eb1a21a96e468f4df19b990d7,0.0,0.0,0.0,0.0,10.0,12.0,0.000428338337084,0.0,0.0,20,0,0.0,0,0,0.020856676674168,low
2161,0x764009f620ed101a5ca06339e07b10a1287209d3,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,20,0,0.0,0,0,0.02,low
2162,0x764d2a35e271852d7972807128bc8ec275755e36,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,20,0,0.0,0,0,0.02,low
2163,0x76591d601c932ff2a9a6d35b8d74d09f2e7b3593,0.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,10,0,7.6,2,0,0.17888888888888888,low
2164,0x765efc44625b0d49daa6e05cdc455dc247f8a797,0.0,0.0,0.0,0.0,0.0,2.0,1.402122811490311e-06,0.0,0.0,10,0,0.0,0,0,0.010001402122811491,low
2165,0x76697b0379c252ac4559dadb7baf80e8f3e2608e,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,20,0,0.0,0,0,0.02,low
2166,0x7686db0ea7aa1f9128e3b3bc51c61af872a6caf1,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.05,2,0,0.0,low
2167,0x768c26e52234a0efdf77a033549fc074a6ff1663,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,10,0,0.0,0,0,0.01,low
2168,0x76963ee4c482fa4f9e125ea3c9cc2ea81fe8e8c6,0.0,0.0,0.0,0.0,0.0,48.0,1.7698996600747456e-05,0.0,0.0,10,0,0.0,0,0,0.010017698996600748,low
2169,0x76a81325e0bdc64d5f1e28ecf8f6881cbe32cd20,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,10,0,0.0,0,0,0.01,low
2170,0x76ae480651894c8923968bfa1f4ace4995345b10,0.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,0.0,20,0,0.0,0,0,0.02,low
2171,0x76b7de079c28008093ceb305336c7a527b192d53,0.0,0.0,0.0,0.0,0.0,5.0,2.6966619505400527e-06,0.0,0.0,10,0,0.0,0,0,0.010002696661950541,low
2172,0x76ba8674f08b13d6f78d74aa00c594cc9ed965d5,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.01,2,0,0.0,low
2173,0x76c1ba0098ea60f18e5e059b8e6ad9fbad4723e6,0.0,0.0,0.0,0.0,0.0,63.0,2.281293857416316e-05,0.0,0.0,10,0,0.0,0,0,0.010022812938574164,low
2174,0x76c7cfea349a2603827bc934f807484341f7c073,0.0,0.0,0.0,0.0,10.0,8.0,0.0006265185032263,0.0,0.0,20,0,0.0,0,0,0.0212530370064526,low
2175,0x76ce7a233804c5f662897bbfc469212d28d11613,0.0,0.109,0.0,0.0,0.0,100.0,0.0021922402153892,0.0,0.2222222222222222,10,0,0.109,2,0,0.018098703253066638,low
2176,0x76d2ddce6b781e66c4b184c82fbf4f94346cfb0d,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,10,0,0.0,0,0,0.01,low
2177,0x771e15c77b69edf07e0809fc8e87bae3528fa6de,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,20,0,0.0,0,0,0.02,low
2178,0x772193b106f6d285dffba83b3962b98ff13cb461,0.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,20,0,0.0,0,0,0.02,low
2179,0x7721f140c2968d5c639a9b40a1e6ca48a9b7c41d,0.0,0.24,0.05,0.0,4140.0,58.0,0.0011772280132515,0.0,0.2222222222222222,1180,0,0.29,2,0,1.3333191105585345,low
2180,0x773b7c658d87e11fa30665bfb2547e8ce02177e2,0.0,0.0,0.0,0.0,0.0,3.0,3.541488341548841e-07,0.0,0.0,10,0,0.0,0,0,0.010000354148834155,low
2181,0x774c7ed967e81cefe533b8a4ebcbdae0f63fd33b,0.0,0.0,0.0,0.0,10.0,3.0,0.0,0.0,0.0,20,0,0.0,0,0,0.02,low
2182,0x7754788ac133606139d4113f7fb8217110cc1d13,0.0,0.0,0.0,0.0,0.0,6.0,2.6448667091250903e-05,0.0,0.0,20,0,0.0,0,0,0.0200528973341825,low
2183,0x775af9b7c214fe8792ab5f5da61a8708591d517e,0.0,0.0,0.0,0.0,0.0,4.0,7.311246670463056e-06,0.0,0.0,10,0,0.0,0,0,0.010007311246670463,low
2184,0x7768a6fa6f9812f3aa91a9f827e5948f7e0b5486,0.0,6.5,0.0,0.0,0.0,21.0,0.0003544198666684,0.0,0.1111111111111111,10,0,6.5,2,0,0.15991826238521195,low
2185,0x7773a2ee2461226000646112331ff43315f1e055,0.0,0.101,0.0,0.0,30.0,0.0,0.0001066106525231,0.0,0.1111111111111111,30,0,0.101,2,0,0.03258820457069115,low
2186,0x777b0884f97fd361c55e472530272be61ceb87c8,0.0,0.0,0.0,0.0,2010.0,147.0,0.0015232461063886,1.0,0.0,1020,0,0.0,0,1,2.327695713490497,low
2187,0x7780e86699e941254c8f4d9b7eb08ff7e96bbe10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0,0,1.0,2,0,0.02222222222222222,low
2188,0x7794af4aaa29c7806fa8acef7a579284ca799a4c,0.0,0.0,0.0,0.0,10.0,26.0,0.0003226915156757,0.0,0.0,20,0,0.0,0,0,0.0206453830313514,low
2189,0x77a80028a50a7504604646ee51586a721f52f07c,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,20,0,0.0,0,0,0.02,low
2190,0x77a996e9f0d76c4f03e208160d07ad6f5dcd59a0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,20,0,0.0,0,0,0.02,low
2191,0x77b476429826c5ba77885d08f272d89d8f1ed0e4,0.0,0.0,0.0,0.0,0.0,182.0,8.375498548309595e-05,0.0,0.0,10,0,0.0,0,0,0.010083754985483096,low
2192,0x77cf3aea4db8522aba72bc116cac550707c57d2e,0.0,0.01,0.0,0.0,60.0,141.0,0.0014483023104916,0.0,0.1111111111111111,40,0,0.01,2,0,0.04604761595997733,low
2193,0x77d25848b2396250df5860ae566f7c341d81efac,0.0,0.0,0.0,0.0,0.0,34.0,0.0004488436721733,0.0,0.0,10,0,0.0,0,0,0.0104488436721733,low
2194,0x77e434ba078a7733723abf4aa877a88a5e5e1046,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,20,0,0.0,0,0,0.02,low
2195,0x7800be67f419f0fdabefb6021b02b09fefea2500,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,10,0,2.0,2,0,0.05444444444444444,low
2196,0x7805bb22341873d387bf55e0852911262b0f1638,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,20,0,0.0,0,0,0.02,low
2197,0x781e73df8b09a6e7cc8cc2293a59ba2dfd2b5380,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10,0,0.0,0,0,0.01,low
2198,0x7829a2edf3ea4662f0e1f3797173efff9d58b353,0.0,0.0,0.0,0.0,2310.0,0.0,0.0002088798704043,0.0,0.0,220,0,0.0,0,0,0.2245953571488946,low
2199,0x78313ebd1ad6cc7719a1a525d80915e36c4d279d,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,20,0,0.0,0,0,0.02,low
2200,0x784bcafe103fef63e37080019579e2f81df7ae39,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,30,0,0.0,0,0,0.03,low
2201,0x786c72216e5d4f9e91c55c681f3e70819d49b798,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,20,0,0.0,0,0,0.02,low
2202,0x786e0af2de6b5252e43021890fdf6b88eea1aa1d,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,10,0,0.0,0,0,0.01,low
2203,0x7872bca4f0935626afe91dd767be1d80105021cb,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,10,0,0.0,0,0,0.01,low
2204,0x787b4b7ffef8eddad54f311039acf4c36fec9593,0.0,1.0,0.0,0.0,0.0,63.0,0.0006939633736501,0.0,0.1111111111111111,10,0,1.0,2,0,0.034458326426205874,low
2205,0x78811a8c5943d5fd339986e5fff079b07d8b3e93,0.0,0.0,0.0,0.0,0.0,127.0,0.0006451798482016,0.0,0.0,10,0,0.0,0,0,0.0106451798482016,low
2206,0x78885686feec340ab544428f161e7d621f520e29,0.0,0.05,0.01,0.0,0.0,0.0,0.0002425224993176,0.0,0.1111111111111111,10,0,0.060000000000000005,2,0,0.01160819216589328,low
2207,0x78918036a8e4b9179bee3cab57110a3397986e44,0.0,0.0,0.0,0.0,1020.0,99.0,0.0025953182783346,1.0,0.0,1020,0,0.0,0,1,2.5442542922235893,low
2208,0x789e8dd02ffccd7a753b048559d4fbea1e1a1b7c,0.0,0.0,0.0,0.0,0.0,106.0,0.0001274362390229,0.0,0.0,20,0,0.0,0,0,0.0202548724780458,low
2209,0x78a1af88ae6ae1d57731ef7aebb1bf42c2bdc767,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,20,0,0.0,0,0,0.02,low
2210,0x78a2b58e4e976e4f63cd3c762a9f6bcf0ddad73f,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.05,2,0,0.0,low
2211,0x78ab747d6675ab1dfee31d0bfb6862124565aefc,0.0,0.0,0.0,0.0,0.0,83.0,0.0066101468386641,0.0,0.0,10,0,0.0,0,0,0.0166101468386641,low
2212,0x78adb1b4707b4b75a407dd913238735382451481,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.02,2,0,0.0,low
2213,0x78b8a76bea31733777556033e2a116df66c4c41c,0.0,0.0,0.0,0.0,0.0,11.0,1.3994571621126274e-05,0.0,0.0,10,0,0.0,0,0,0.010013994571621125,low
2214,0x78c0a25ccc21604b3d117100de7c9523f53236c7,0.0,0.011,0.0,0.0,0.0,12.0,0.0001757036958435,0.0,0.1111111111111111,10,0,0.011,2,0,0.010424443119519676,low
2215,0x78db6d0032cd10f7c15603e3242d7788658ff292,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,10,0,0.0,0,0,0.01,low
2216,0x78dba334751791e4ca277941612def021e467b45,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,20,0,0.0,0,0,0.02,low
2217,0x78f3109ca3fbee1ab89437224d2f1d5eb5c4cb3e,0.0,0.0,0.0,0.0,0.0,225.0,0.0,0.0,0.0,10,0,0.0,0,0,0.01,low
2218,0x79083f79d4d0bb0f63736c179bd7aac2de407d69,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0,0,0.1,2,0,0.0022222222222222222,low
2219,0x790a6c3c8f66bf7b10ef183eb587842c12b3af7c,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0,0,0.1,2,0,0.0022222222222222222,low
2220,0x79150011a8dc56857459f652d165fb772ee6eb1c,0.0,0.0,0.0,0.0,1000.0,0.0,0.0008061392240203,0.0,0.0,1010,0,0.0,0,0,1.0914200616260503,low
2221,0x791843c7f87e2e0fdb0b15254112c5fbd21b5d33,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10,0,0.0,0,0,0.01,low
2222,0x792553d5e8c3559cbba2e6c53ebbfd1be2129f06,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0,0,0.2,2,0,0.0044444444444444444,low
2223,0x7928e5508206fec467584ad47406b0316a014a11,0.0,0.0,0.0,0.0,10.0,218.0,0.0008266647777222,0.0,0.0,20,0,0.0,0,0,0.021653329555444398,low
2224,0x7933b4e7536296034187064f3184bdb872a6e6f9,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,10,0,0.0,0,0,0.01,low
2225,0x793a1dcaca62e6e1756e6dcd31eedc7b7fcd73eb,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,30,0,0.0,0,0,0.03,low
2226,0x793a9b7bab3b0cd3c6758114046a1c5dd51422cf,0.0,0.05,0.0,0.0,10.0,0.0,4.196488684383567e-05,0.0,0.1111111111111111,50,0,0.05,2,0,0.05132559831053516,low
2227,0x793c675b0ab55b5c907f881b8efc6386872fca05,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,20,0,0.0,0,0,0.02,low
2228,0x794067d258002e5f3a5f0049e673583a963ac9f8,0.0,0.0,0.0,0.0,0.0,16.0,1.1834992387520864e-05,0.0,0.0,10,0,0.0,0,0,0.01001183499238752,low
2229,0x795aff8df356872fa867fa77241bbf27efbd5eba,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0,1,0.1,2,0,0.0022222222222222222,low
2230,0x795dc1e52d5409d2b39612435617c52c5cc80905,0.0,0.0,0.0,0.0,0.0,8.0,1.7558758651876828e-05,0.0,0.0,10,0,0.0,0,0,0.010017558758651877,low
2231,0x7968f135d89e0538f2d74f5fcf2cdf4aa1ab69da,0.0,0.018,0.0,0.0,0.0,2.0,5.120431151684664e-05,0.0,0.1111111111111111,10,0,0.018,2,0,0.01045325248397752,low
2232,0x797d72f2d3b05a5a9dbccec5a30a3ead7173f480,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.22,2,0,0.0,low
2233,0x79810f10140f28d2ecc94fbdbbef59a5fa9bec05,0.0,0.0,0.0,0.0,0.0,14.0,1.2468325845093503e-05,0.0,0.0,10,0,0.0,0,0,0.010012468325845094,low
2234,0x79a90467b941e21166229ab7237c8432d11732da,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0,0,0.4,2,0,0.008888888888888889,low
2235,0x79b1a32ec97537486e75d99850bd56ecfa09d643,0.0,0.0,0.0,0.0,0.0,42.0,0.0001982470420131,0.0,0.0,10,0,0.0,0,0,0.0101982470420131,low
2236,0x79bd8dd47bac962ae573dc8408b93997e7154987,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10,0,0.0,0,0,0.01,low
2237,0x79c0edc004bce462be38fad6a401df164650ac34,0.0,0.0,0.0,0.0,0.0,8.0,8.734870872490136e-06,0.0,0.0,10,0,0.0,0,0,0.01000873487087249,low
2238,0x79c4213a328e3b4f1d87b4953c14759399db25e2,0.0,1.0,0.0,0.0,0.0,0.0,0.0013893683222553,0.0,0.1111111111111111,10,0,1.0,2,0,0.036699075705044854,low
2239,0x79c46ea0bb5527803c9690ad36304e7115d0563d,0.0,0.0,0.0,0.0,0.0,3.0,9.328342335584049e-06,0.0,0.0,10,0,0.0,0,0,0.010009328342335585,low
2240,0x79ce43f7f12d7762c0350b28dcc0810695fb24dd,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,20,0,0.0,0,0,0.02,low
2241,0x79d16570483afc8c749216bfc0b8abf759ead7c4,0.0,0.0,0.0,0.0,0.0,15.0,1.7746229201055876e-05,0.0,0.0,10,0,0.0,0,0,0.010017746229201057,low
2242,0x79d8b1d669fabe51e437f6117129757d81da7029,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,20,0,0.0,0,0,0.02,low
2243,0x79eb604cce423dd1cba290ec946646649f4e70ec,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,20,0,0.0,0,0,0.02,low
2244,0x79f5ed1e7826c4c3cd1fd45025a382165bc81613,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,10,0,0.0,0,0,0.01,low
2245,0x79fd5103674e49e35492f085f10c26097cadcbef,0.0,0.0,0.0,0.0,0.0,2.0,1.4864907991616269e-05,0.0,0.0,10,0,0.0,0,0,0.010014864907991616,low
2246,0x7a0f0b39fea907deb70a483387fc6d42fa99adfd,0.0,1.0,0.0,0.0,0.0,52.0,0.0002541676495843,0.0,0.1111111111111111,10,0,1.0,2,0,0.033041206870882744,low
2247,0x7a34431f12a7aefca6938625c64d03907c8c766c,0.0,0.0,0.05,0.0,0.0,3.0,0.0002100782914481,0.0,0.0,10,0,0.05,2,0,0.0102100782914481,low
2248,0x7a348a3c130815baafa771fc2a25af84fcf8a117,0.0,0.0,0.0,0.0,3.0,0.0,7.049405537576226e-06,0.0,0.0,20,0,0.0,0,0,0.020014098811075152,low
2249,0x7a3a3bfabd1a1a23373a7b3a98acda0a3fa1e839,0.0,0.0,0.0,0.0,0.0,96.0,5.318345124609473e-05,0.0,0.0,10,0,0.0,0,0,0.010053183451246095,low
2250,0x7a44d904e5372f64db51436fcdf4024a8144c383,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0,0,1.0,2,0,0.02222222222222222,low
2251,0x7a6c298fd766c984ec218d1e4370e0567356f52c,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,20,0,0.0,0,0,0.02,low
2252,0x7a6f1a530340f6c2da812986d19c80bf1a11da26,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,20,0,0.0,0,0,0.02,low
2253,0x7a710a4063dd4e075102ea43596901b03ad5196b,0.0,0.0,0.0,0.0,0.0,24.0,1.90227585323808e-05,0.0,0.0,10,0,0.0,0,0,0.010019022758532382,low
