,source,twitter,actualAirdrop
1526,0x6ec8843bc0182a42003d82240cae21cd82790d44,matthartman,0.02
1527,0x6ed73292c49a8a5e6ac4913ff333fb2134242d2f,jayshen65159792,0.060000000000000005
1528,0x6ef1ec29c09caf6f76ae0e9d1f6f3f3bba30d4ea,roge_man,0.025
1529,0x6f04064808cc4fe0a57e376976eeefcbcb201ba7,modernchaosmj,0.16
1530,0x6f1b12a415e035eebdc8559130ea8bdb96add48c,travpreneur,1.685
1531,0x6f2f23c6ce80ead897d13542febcaed88e53922c,masuno15,0.02
1532,0x6f3722ed0c9a12636f1e2ea5fd37108888286ccc,fengcheng90,0.02
1533,0x6f40bebf8f5836ac13db8c71445398f54cadc6c8,jasjons,0.02
1534,0x6f5ae602ef990830f34b159980faa12125968ad2,debbyhunpe,0.02
1535,0x6f76c6ebb39d395ce3094da04f2935810f724daf,realyue82,0.02
1536,0x6f9627af4313508a4fb7e53577f7fc55297a40a0,jasminewsun,0.02
1537,0x6fa6f2abe94f7fceb75eece6618b46aee49289cd,_nftdude,0.02
1538,0x6fb95992d0b384fbd51ca686f11a446048f65bab,0,0.01
1539,0x6fc790fcdb4362efda408ca57f14cd2af5573916,kevinduquette,0.02
1540,0x6ff52d331aa9f3efdfa3f141ee9d987f865e9e5f,eminue4,0.02
1541,0x700f31ab2fcaef755e9015272e7ac472e50e7c76,sachaker,0.02
1542,0x70305cd3d6639504f593f00668d7e5b3cfd6cee2,karenzh30739159,0.07
1543,0x7032306bb4564ef93f257a84113d537035b91e93,k016n,0.02
1544,0x7039813983ba47a5a46b19f3a269aef5c6c75abf,ratherbright,2.4099999999999997
1545,0x705a42ecc5df243bf9298f1d091b89761522a796,0xjim,0.08
1546,0x706f42615b1229fc9640f3d6f21fdfc8396aebef,lukaymua,0.02
1547,0x70a5d38b135482c89cf540bc27cf5c282c73c35c,digitlartifacts,1.09
1548,0x70a7ebc6e08f17281470f6dcdaa448af561e33a7,balanlau,0.02
1549,0x70aff9c2a064b2b1614f30407c96e8876aca8b63,lukewei8,0.02
1550,0x70b1bcb7244fedcaea2c36dc939da3a6f86af793,0,0.05
1551,0x70b2112ea56b8492340d7bf2a6a49c1dc0550c28,snndog,0.02
1552,0x70b71b98c8b95643462c68e0a396d0a6d15337bf,playboyhodl,0.05
1553,0x70ba3499035c8340f05288086bdc78be2788e1ad,evgeniim6,0.02
1554,0x70c05baf52cfcccbb8427e0e85bfc1bfd2d96463,hamakagox,0.02
1555,0x70d04384b5c3a466ec4d8cfb8213efc31c6a9d15,0,1.0
1556,0x70d3d73eb2de714ec307889f277728ddde1798c0,doublensc,2.07
1557,0x70d81aa16d3285ff429fd03844cbdf461c8b2903,hezijing3,1.01
1558,0x70df1d7af589ba311ea49c48d3e2f2f37a144cd4,gunsnrosesru,0.02
1559,0x70ebf55a237337ce1ad0c62212188f5f58b1a2fd,wekawork2,0.02
1560,0x70ece45cdc64a768f936ccb8ac851578251363e3,jaesmail,1.395
1561,0x70f8a0a356e4391c90721355158cca09e38b265e,hong04103,1.01
1562,0x7103a727dd976fcb389921ceb148d2ea03e484b6,donflaquito_,0.61
1563,0x71232ead3bec1ac03ecfe2556acd6c7d0bd349c7,dryruner,0.02
1564,0x7137f0420565e1bcd6abec57e3c4aac05ddcad01,bwats,0.264
1565,0x713f90407fc49f0bc59a6661c23fb67692a80e6d,realmengye,1.06
1566,0x7148a51742f2a9871bc632fc974c4e62ce8cd9df,0,0.05
1567,0x718a9b386f4ab5fe5316a7a19a518b338cc43fa0,r0dms,0.02
1568,0x7193b82899461a6ac45b528d48d74355f54e7f56,cable0x,0.02
1569,0x71a91bcc3f2f076014205428161ea9c22a215fc7,dahuuj,0.02
1570,0x71b0ac2dcab920f48012b6b63d07504be150340b,kyzookyzoo,0.02
1571,0x71cc25e270560ab31d5d2e15e5bf896ebfc4a640,jx_block,0.16
1572,0x71dd2032c472b56b1a3fc8672cd598acad69ceac,permaetheus,0.03
1573,0x71ea92992a66d8f82b31893ca46beeb169b8650b,xofee3,0.19
1574,0x71eab2760e640775de36eed89983741ae83806c8,0,0.5
1575,0x71ecd8ea61bf8187613e741f4a1feece53a89658,e_burnside,0.06999999999999999
1576,0x71f2525290d8eab5498354ea0a4c79ba6ec1d717,whales_lee,3.1199999999999997
1577,0x72110c7117ee3d0bc77d4682107ea04b02312ed6,castedqueen,0.02
1578,0x721931508df2764fd4f70c53da646cb8aed16ace,0,0.05
1579,0x726022a9fe1322fa9590fb244b8164936bb00489,0,1.25
1580,0x726a723c9809a3ca9e4aa536057293585e03a299,luna01holder,0.02
1581,0x72ba1965320ab5352fd6d68235cc3c5306a6ffa2,0,35.0
1582,0x72c7f49ae7b664cc09f6891b68eedb08aa2fc15b,rachaellamy,0.04
1583,0x72ff7d1df7d1e4b86886d68605f55ce42ef74624,kyvenetwork,4.0600000000000005
1584,0x7306d50342f3c957673c06ae33e481285b7a9747,yeahcrypto2,0.02
1585,0x7310a7ae70cb3250c720595fe37d86d68ed06efa,johnpassafiume,0.02
1586,0x7310e238f2260ff111a941059b023b3ebcf2d54e,0,0.26
1587,0x73186b2a81952c2340c4eb2e74e89869e1183df0,itsamyjung,0.02
1588,0x731c9c9dd1864f724f83fd384acf23ed240a06a6,algoriddims,0.060000000000000005
1589,0x73277e3381031df26c240a1041d8ff159f8f01e6,olatkay21,0.02
1590,0x7339a863f930619b59e7ea5ebfe56bdeb916ec2d,davidgrinbaum,0.03
1591,0x7373114727b9175acb2b77d362069b208b925b9d,0,0.4499999999999999
1592,0x737cff38afb3b57b29f3cdfebd63f6b69e95998c,cminxi,0.05
1593,0x73fa9df99faaa8d110c5afd917355eba0f993362,0,3.0
1594,0x7405fe24003a50e4f4117d35e9b5a9f5e512fede,0,1.06
1595,0x741efacc7ea2bc902c918f1e2afd449ecf8f1c44,0,1.2
1596,0x74203081372d8473111337bab70222c54ad7d60c,be_ramons,0.02
1597,0x742b97dc68bcc3475feb734c2df2c76f25664532,0,0.01
1598,0x7438a26054e311d118c3c72c085478d4f540d9aa,jimmyeatcarbs,0.02
1599,0x743e56d22945f458809c3da644f17d5d5cd4f75a,jeet98359541,0.02
1600,0x744e8abd4947cef051768f2211885f116dc48330,sachinj_,0.01
1601,0x74582579cebffc7ae88c45f192003db51c1692cb,lhhhhhhhhh1,1.01
1602,0x74589f1d916cb421504c07b54a71f4fa2de4dc7e,0,0.01
1603,0x74660abcd7031fce566334e36ea754190be50147,hxnshaw,0.02
1604,0x74667801993b457b8ccf19d03bbbaa52b7fff43b,levychain,0.16000000000000003
1605,0x746692cd719132ff43f274ab343b4c85363d94a9,0x0testinprob,0.02
1606,0x747d37be993d9b0d3cc17f6257eb465377671938,eprolific1,0.02
1607,0x74c6c08ce361a04c985c349e6bc2463c145e7c4a,guywuolletjr,0.03
1608,0x74d9c9a7673a1f19f6dc4f1ab47e9349685d9b91,babajide181,0.02
1609,0x74fb4e16a1eacde832c6027afa974793b7efd54f,jomlx,1.01
1610,0x751077dfd4942aa28985baa850f4c648d241c863,mybellalogica,1.4000000000000001
1611,0x751ff169fa139ab1a90a4acb2180bbf7531e34f1,ezzzrrra,2.2279999999999998
1612,0x752c16c291eb17181d0b987fd215602618cd2d4c,kaffeejunkie,0.02
1613,0x753fc241f9c25937a51603b05fa7b6f32cd4a3df,0x_osprey,0.03
1614,0x75591ddd65864c760a730b5ae8d77f58fb2c34d7,darthjulian,0.02
1615,0x756085e47e85a1c35096112f42f3d3fef17ee35b,0,0.01
1616,0x7565deddcb83a14b185eb9520914bb918cdfe983,radifsharifull1,0.12000000000000001
1617,0x756cbf2fecaa904fe06f69ca4047a873484f6bdd,furzzyforch,0.02
1618,0x757d60fb1d8f5fcbf2b3f3533ccdd8b85143b16c,cygnustheta,1.11
1619,0x758d9a820f23ab1e83889ce66887e30b46a7dd47,luckycrypt,0.02
1620,0x7596f3b32b6e3c5ae2de0c90a98153460ea6d1ad,gavinslate,0.03
1621,0x759de6b9806a5f695b8fe92f58a6771fb5db52c6,ya_ma_pp,0.02
1622,0x75b379238868ebb577ce9888524d3cd71ee4b236,alexisgauba,1.14
1623,0x75ba5ee883c2ede43282bde16e38d6ca8edccdf3,0,0.02
1624,0x75c1e14cd2d114686bd5b765fcfe376176e41f1f,0,0.01
1625,0x75cac0ceb8a39ddb4942a83ad2aafaf0c2a3e13f,futurealisha,0.02
1626,0x75d4bdbf6593ed463e9625694272a0ff9a6d346f,0xmons,0.02
1627,0x761b100d3b308000382bfad80460c60d93f2d78e,no6_8492,0.02
1628,0x763e37280971eb5eb1a21a96e468f4df19b990d7,bigboy_lowkey,0.02
1629,0x764009f620ed101a5ca06339e07b10a1287209d3,thegodman15,0.02
1630,0x764d2a35e271852d7972807128bc8ec275755e36,justinelu6,0.02
1631,0x76591d601c932ff2a9a6d35b8d74d09f2e7b3593,ak_evernew,7.609999999999999
1632,0x76697b0379c252ac4559dadb7baf80e8f3e2608e,ferry_space,0.02
1633,0x7686db0ea7aa1f9128e3b3bc51c61af872a6caf1,0,0.05
1634,0x76ae480651894c8923968bfa1f4ace4995345b10,oyiwe_lens,0.02
1635,0x76ba8674f08b13d6f78d74aa00c594cc9ed965d5,0,0.01
1636,0x76c7cfea349a2603827bc934f807484341f7c073,zizycrypto,0.02
1637,0x76ce7a233804c5f662897bbfc469212d28d11613,julianweisser,0.119
1638,0x771e15c77b69edf07e0809fc8e87bae3528fa6de,zeromvincent,0.02
1639,0x772193b106f6d285dffba83b3962b98ff13cb461,planethouki,0.02
1640,0x7721f140c2968d5c639a9b40a1e6ca48a9b7c41d,bvajresh,1.46
1641,0x774c7ed967e81cefe533b8a4ebcbdae0f63fd33b,bad_relief,0.01
1642,0x7768a6fa6f9812f3aa91a9f827e5948f7e0b5486,tomkysar,6.51
1643,0x7773a2ee2461226000646112331ff43315f1e055,danielzhang2016,0.131
1644,0x777b0884f97fd361c55e472530272be61ceb87c8,thegostep,2.02
1645,0x7780e86699e941254c8f4d9b7eb08ff7e96bbe10,0,1.0
1646,0x7794af4aaa29c7806fa8acef7a579284ca799a4c,elijahfavour6,0.02
1647,0x77a80028a50a7504604646ee51586a721f52f07c,yuancj,0.02
1648,0x77a996e9f0d76c4f03e208160d07ad6f5dcd59a0,nicksedwards,0.02
1649,0x77cf3aea4db8522aba72bc116cac550707c57d2e,singareddynm,0.05
1650,0x77e434ba078a7733723abf4aa877a88a5e5e1046,treycopeland,0.02
1651,0x7800be67f419f0fdabefb6021b02b09fefea2500,alokvasudev,2.01
1652,0x7805bb22341873d387bf55e0852911262b0f1638,570mark,0.02
1653,0x7829a2edf3ea4662f0e1f3797173efff9d58b353,tmsearcher,0.21
1654,0x78313ebd1ad6cc7719a1a525d80915e36c4d279d,hongb9280,0.02
1655,0x784bcafe103fef63e37080019579e2f81df7ae39,dat2510,0.03
1656,0x786c72216e5d4f9e91c55c681f3e70819d49b798,x007vip,0.02
1657,0x787b4b7ffef8eddad54f311039acf4c36fec9593,0xtinho,1.01
1658,0x78811a8c5943d5fd339986e5fff079b07d8b3e93,ollitiainen,0.01
1659,0x78885686feec340ab544428f161e7d621f520e29,blovecrypto,0.07
1660,0x78918036a8e4b9179bee3cab57110a3397986e44,fkpxls,2.02
1661,0x789e8dd02ffccd7a753b048559d4fbea1e1a1b7c,etekis,0.02
1662,0x78a1af88ae6ae1d57731ef7aebb1bf42c2bdc767,johnchukwua,0.02
1663,0x78a2b58e4e976e4f63cd3c762a9f6bcf0ddad73f,0,0.05
1664,0x78adb1b4707b4b75a407dd913238735382451481,0,0.02
1665,0x78c0a25ccc21604b3d117100de7c9523f53236c7,steven_yanghf,0.020999999999999998
1666,0x78dba334751791e4ca277941612def021e467b45,hammeryang_cn,0.02
1667,0x79083f79d4d0bb0f63736c179bd7aac2de407d69,0,0.1
1668,0x790a6c3c8f66bf7b10ef183eb587842c12b3af7c,0,0.1
1669,0x79150011a8dc56857459f652d165fb772ee6eb1c,superrare,1.01
1670,0x792553d5e8c3559cbba2e6c53ebbfd1be2129f06,0,0.2
1671,0x7928e5508206fec467584ad47406b0316a014a11,fionais__online,0.02
1672,0x793a1dcaca62e6e1756e6dcd31eedc7b7fcd73eb,alpensheth,0.03
1673,0x793a9b7bab3b0cd3c6758114046a1c5dd51422cf,chadhugghins,0.09
1674,0x793c675b0ab55b5c907f881b8efc6386872fca05,srinivaslove4u,0.02
1675,0x795aff8df356872fa867fa77241bbf27efbd5eba,0,0.1
1676,0x7968f135d89e0538f2d74f5fcf2cdf4aa1ab69da,acartoonclub,0.027999999999999997
1677,0x797d72f2d3b05a5a9dbccec5a30a3ead7173f480,0,0.22
1678,0x79a90467b941e21166229ab7237c8432d11732da,0,0.4
1679,0x79bd8dd47bac962ae573dc8408b93997e7154987,thomasstafford,0.01
1680,0x79c4213a328e3b4f1d87b4953c14759399db25e2,litocoen,1.01
1681,0x79ce43f7f12d7762c0350b28dcc0810695fb24dd,jack_morello,0.02
1682,0x79d16570483afc8c749216bfc0b8abf759ead7c4,danielxli,0.01
1683,0x79d8b1d669fabe51e437f6117129757d81da7029,dracko87838141,0.02
1684,0x79eb604cce423dd1cba290ec946646649f4e70ec,chainide,0.02
1685,0x7a0f0b39fea907deb70a483387fc6d42fa99adfd,teawaterwire,1.01
1686,0x7a34431f12a7aefca6938625c64d03907c8c766c,freialobo,0.060000000000000005
1687,0x7a348a3c130815baafa771fc2a25af84fcf8a117,r_namboodiripad,0.02
1688,0x7a44d904e5372f64db51436fcdf4024a8144c383,0,1.0
1689,0x7a6c298fd766c984ec218d1e4370e0567356f52c,werbsam,0.02
1690,0x7a6f1a530340f6c2da812986d19c80bf1a11da26,siriustsou,0.02
1691,0x7a71504a0b717a406b6b5c7c4f5e518eab102366,taylorsizem_re,0.16000000000000003
1692,0x7a71b7db088067c1d7063ef5f6920b041f0c9d40,0,1.0
1693,0x7a738effd10bf108b7617ec8e96a0722fa54c547,0,1.0
1694,0x7ab0a0a8bc5637a26ba0c2528a0bf7a99c00a780,sandra_vibes,0.02
1695,0x7afc7f83b1ea7b96c480c3a70d7313ad5c89bca7,profottilie,0.02
1696,0x7afda74eece4092e63a6055c078544b6dd2ffad2,mepuru___,0.02
1697,0x7b3bddf3af1d6e160d57887ff4516cb3c3add495,joshkamps,0.18000000000000002
1698,0x7b977a4bc02f87f7ac9a2afed8d71f87dbe2ac39,zacharylau,0.02
1699,0x7bafedcaf4977eee24b3c459e15a48f87bdd224b,snipe_fx,0.02
1700,0x7bb4860dcaeec291b56a7e3f74f299628e3bb239,pig2124,1.01
1701,0x7bb8536bac7d6e5c4e352ce50be8968d5d6cd445,eugeengelfand,0.17
1702,0x7bc01d2a051374e731bf03e7e7a88a4d3a738b39,xcryptosymphony,0.02
1703,0x7bc1d6e8150d4c96917901c26c922dd64654b3c3,tolehico,0.08
1704,0x7bcc9604aee5a4cd7ff90b3fb3c5deb1ec2ba4cd,oshekeyta,0.02
1705,0x7bcd790d1282622da859625f3786be9f33042d50,lyule67,0.06999999999999999
1706,0x7bd28f10caa7454e84de00b66bf27f6ed1af5c4c,0,1.0
1707,0x7bea9a9ca90b2fced6e0eb8af3198437eb016791,sanlsrni,0.02
1708,0x7c04786f04c522ca664bb8b6804e0d182eec505f,novace_li,0.06999999999999999
1709,0x7c31208b2c774e02f0f9882275349af577d054c6,raytango84,0.02
1710,0x7c3c30f9b22e79227312855d1e710e5f2b75c6db,yuhanwang001,1.01
1711,0x7c3d5105751b05679d604ff4abb4a458dfb235b4,davidmo49980093,0.02
1712,0x7c41dc7d5ab3798dbcef8527a479c4faeec89e7a,felipether,0.02
1713,0x7c6f416d4c4bc5382d1dcf2ca14f5e4eda5a6777,nukeworld7,0.16
1714,0x7c8879c0ae2813571c08a005538492e77cb21233,0,0.01
1715,0x7c9bcd669a250bcb1a4f191f1bb17db6988eadab,jluangphasy,1.01
1716,0x7cc2acc39bc59620656cdf64265c9257144fe1ef,riyu_tt,0.02
1717,0x7cc4e967242e1cad92152d47ae0bb9169e97d553,errorgardener,0.01
1718,0x7cdf76a778d826e6cad5675037de070baca74244,iamlizendary,0.02
1719,0x7ce048e578fdbdc55bb5163ccbe3213261fe9cf0,llaikele1,0.02
1720,0x7ce5fe31d075678212465b97276259d1cfc12b5a,xzhangfirst,0.03
1721,0x7d0068d0d8fc2aa15d897448b348fa9b30f6d4c9,kenbot,0.39999999999999997
1722,0x7d3a2406e2f6e1fc3f538db21095e3cd33026fd5,william94029369,0.01
1723,0x7d479d20d0859177d25af9d630b5f44f8dae5167,akinz141,0.02
1724,0x7d6a0725607ff2f4ebf24ce749617656435dba44,aleynadogans,0.015
1725,0x7d8b7af59a1e09fff5c64e39645aaa601b9536e9,rosenzone,0.02
1726,0x7dbf85de9ee45327c243bf74f1e85309cab12441,_kittehdesign,1.0
1727,0x7dd44cd59d0320a8a2a0a6f521bfe767108dd2e3,indefatigableth,0.02
1728,0x7dda22f0410f232f956e31824f78fdd95fc0f7d1,rahshank,0.21000000000000002
1729,0x7de19ff74dbb2f208fb3d8a19ebe7995cef8345c,0,0.2
1730,0x7de4e994a6780c1c2ca8ac69bb15246d61ed576f,cypherpunk_2077,0.06999999999999999
1731,0x7de4ffa6081d4c1109979418343d6efbd2343f88,0,0.01
1732,0x7de67f14f1b13a1ce9dc6c499cafb83aee2f4c2a,0,0.05
1733,0x7dea60113d1933ad7d192979c260e63eab371a7c,starlena15,0.02
1734,0x7dfc2053be1b5c9da8bf6468eb1df6a745f0f254,0,0.15
1735,0x7e0fbdf2216955eef3ec0e11f4d307b42ad71dea,morylii,0.02
1736,0x7e2a5e45dff5b5b36b6b41c549d6693712c6ab57,sheralynpratt,0.02
1737,0x7e3c63d6bdd3b92778a3a1b2f7b18804958cffb3,tracker60913949,0.02
1738,0x7e3e7cc5044f84fd813fe3d283c6fadcf9c42c23,kingofpamp,0.02
1739,0x7e989e785d0836b509b814a7898356fdeaaae889,asuke_rug,0.02
1740,0x7eb6615cc23debecfcfba74dd6e7c7bf4571a26e,guyueshixin,0.02
1741,0x7ecb7a50d54d7985604dba59acb2705b0871572c,gtschulte,1.01
1742,0x7ef34907ff0e84ed776f6c0294bb1668c0b9c8a6,phiunit,0.21000000000000002
1743,0x7efbdd57601b9d5e98fb325f32626ff90aabc110,0,0.15
1744,0x7efe3ac6ec0ff5b6136766ac79a97c1e9d8fd585,0,0.2
1745,0x7f0450f5987dfb980aa3b6621f6a9582e177075b,payscottyk,1.21
1746,0x7f0fb52b7bb68ad205f254a03c4caaf32d44bd3e,iamrhazkid,0.02
1747,0x7f1e9629089b90c676463aaefb4a2bf6a79c5429,0,0.2
1748,0x7f2d1664251cb2a6d95c4153317358a549b1c407,cici6814,0.03
1749,0x7f5a0a6847fd0fa05c13cbc02f435047b429e37c,lorenbednar,0.02
1750,0x7f5ee6822208b8113d69b0827e9d397236c8ed11,mzaynulhaq,0.02
1751,0x7f5eff4c15764800053c02163d39244e4f8824ca,g23ryan,0.21000000000000002
1752,0x7f6a2f68e3f16b363ab65e07594e9a352851e759,mybchen,1.01
1753,0x7f7682d552aa507ff082445a8e93911a2a4457c8,balotomi,0.02
1754,0x7f86c79c1d458b03c14e5a6c658100283a1c3cc1,blackpaopao1,0.02
1755,0x7f88edd1dc74ed7ae14151f7b981e0b454edcb0b,yyyyds1995,1.01
1756,0x7f97cacd05988ffe8bcba0284c2362cabe5fcfcc,tychekong,0.02
1757,0x7fdca0a469ea8b50b92322afc0215b67d56a5e9a,jarroddicker,17.42
1758,0x7feabf26185d54629a067ee237041e703e6a242f,fehrsam,2.02
1759,0x7ff2b085e8d5c99d388edc02ab623fdc0f4764fa,jon_victor_,0.02
1760,0x800df3ae6a276f20679451f55b1b8a60368e4e72,0,0.0001
1761,0x80207b6ef45dcd6e2d2f5bf692320c8b46b6bf09,danidiez_,0.02
1762,0x8046f1a06478a151027b501caa65e841d87ec876,sxc0215,0.02
1763,0x805953ccf5e21cebb21f645f02fc64f824fb4a71,deskertw,1.01
1764,0x80778937998a7b9d80ae116918242065ed1a1d22,vanlancker,0.02
1765,0x808a2adbd0a3fc679e3f7cd18d4f579bfcaaec9c,ljin18,6.3100000000000005
1766,0x808b2c7ac5cc92996879c6f09fa1d339f66c3755,nahamson,0.02
1767,0x80c008a7c9ec056158cb1f64024e710c8398048a,minhsmind,0.011
1768,0x80c939f8a66c59b37330f93f1002541fd4e51aa2,galaxyrtk,1.8
1769,0x80e6f93ffc6051214da2712523a074dc7af60929,timsmith1337,0.03
1770,0x80e7ed83354833aa7b87988f7e0426cffe238a83,jonsn0wballz,1.01
1771,0x80efa3457a800a098da6e6c9b2928868da02d521,haysoos88,0.02
1772,0x8107418c24266c3007db53e4aa4ae480f70e24f8,angrigoryan__,0.02
1773,0x811454c38ba35adc4c211ed47c79170560e30478,qingdou2019,0.07
1774,0x8117d5b9aa183c7784f4751c27578822d610edcd,obafemioyeniyi2,0.02
1775,0x8146dd07419fcb6ebecfb326f6e9a99c589410f7,nbt,0.02
1776,0x8149dc18d39fdba137e43c871e7801e7cf566d41,ixt_chocobo,0.03
1777,0x815090255bf3d6a195cbbb7fdb2bb96f474d9fe2,canon_crypto,0.02
1778,0x8162cb1b6eb326feaf77670fba3638545a80ad40,0,1.32
1779,0x816f7b4e25a9ac80d0437de83d4e52352e009cb2,mistersk021,0.02
1780,0x818269a1fdee562f1a0e264445097a6b499b5b06,balkankarisman,0.02
1781,0x81a4e4e6b5ceba1fe01b57c534814a791d32d697,mgndi_,0.03
1782,0x81aa6141923ea42fcaa763d9857418224d9b025a,0,1.0
1783,0x81d98b0d2174bb70186dc6cbe63a8d70fe8f2d59,alphaketchum,0.02
1784,0x81dc09427da6fdff1a9eb4144a5f210fed1de602,lilashroff,1.02
1785,0x81e87ce7d7a32bba25e992ff7a0df5b83eeb68d5,adya_hrit,0.02
1786,0x81e8d9f3fb921ee2939994cefc671c0dad6317fd,0,1.01
1787,0x821d0a4d591ece6b8069abed384a8df8697d27c3,liquidfunc,0.08
1788,0x82318b1e52f3162261e1bbd00f13484fdfe89cfa,0,0.05
1789,0x82674f96fff684169febb067053e6e12abdf7809,zeytunci__,0.02
1790,0x8289432acd5eb0214b1c2526a5edb480aa06a9ab,wslyvh,1.11
1791,0x828ddfb2d0df5b3ca62fc0777c57ae5d78ce7786,0,0.01
1792,0x82d4830560c511ee7260a68f10d91514969f4511,tgooners,0.02
1793,0x82d751c236cb6c682a54196ef6fc01021a101a1b,madao_chris,0.02
1794,0x82ec5d22cff969aa01afa7d082891b2cf5714769,reg42086,0.22
1795,0x82eeb0503dcd21c21d6b5bf4d22c3e2ba07aa056,craftzknock,0.02
1796,0x82f402847051bddaab0f5d4b481417281837c424,sadlyoddisfying,0.05
1797,0x830a706f2fa095bdc2d6a4881daa23fb8a5fa709,itsheyjeli,0.21000000000000002
1798,0x83396ecf72bd992edca8a3511873985ebfdb2add,cryptowenn,0.02
1799,0x8341deb328e91796c2976f88db210f0e73187782,0,0.33
1800,0x834c673130c085057531f227dcbd375d803d9a98,luoyhang003,1.01
1801,0x8358fc2dd62c00c1a9cd0fcb577309a4cead2471,0,0.01
1802,0x835f86ff1670917a786b72d1fd8dcc385e27dd77,0,16.620499999999996
1803,0x83af682555fc2f42d8c41701f44fc17e391332c1,musicynic,0.02
1804,0x83bb781a2a2ca1fec0350f178c911848811cc440,0,0.05
1805,0x83d20a4b84380e62956e38452533f86d298dbc24,qwercusart,1.01
1806,0x8425f855640cf0d2c42f45ddce4c036c433f4532,peterfriendship,0.02
1807,0x84346a71dc3e3990e17b12cbb69f660fa5eb9f45,alpacin75970820,0.02
1808,0x84361648f858396551bef155f9ed578d807d5be8,0xspf,1.02
1809,0x844fa8811394f5457561a5597f7dca7b077ae4fe,0,0.05
1810,0x847dbdef6b03aac8be266598928ca0d994aaa400,markredito,1.23
1811,0x8490b3dfba40b784e3a16974377c70a139306cfa,jtchomko,0.04
1812,0x84985650a71075637df1734b674402231b62245f,0,1.0
1813,0x84aa8428392a7a1ec02675e9c2f9eaee014e30fd,khoazany,0.02
1814,0x84acee946118abacc23d7dcfa3b4dc5f6bd17a81,like_a_bitcoin,0.13
1815,0x84da37133a088fbf4e21d80aec2cc260b52ea116,ecrivaine_k,4.16
1816,0x84e9445f43995b0c6a4d4c1d40bb123571c2eb06,taijusanagi_v2,0.02
1817,0x84eca34e4a1732113883407e3666b014dcca0a16,huoni_sms,0.02
1818,0x85086a248eda2fd79435a0e9f957bba539aa850d,escobaravee,0.060000000000000005
1819,0x8523d28df853d8a64b5187a458abd5d9b85fb89a,hamburger,0.060000000000000005
1820,0x85399d0f51a78e7cc66330f3b9eb83c5e5762513,symbolik,0.02
1821,0x853f52661ab68ce239202306be53f158e948b3c0,0,0.2
1822,0x854bc2292b5f25c7a083a3ae08c066ee925ddc00,codakweb,0.02
1823,0x85ae03c58305cc4d10e3464f5583bd8117cc9b3d,leege100,1.06
1824,0x85b0a071f50dff09b1d1ad6d1e4e41a1d00d77ed,jackleungau,0.060000000000000005
1825,0x85d04d5abdea8f1a8d94aebd2630fb1bf7fcd316,kateboy03285082,0.02
1826,0x85e9f01982b79bf33a35be422f6229253dc9f570,0,0.01
1827,0x86044898ebff797f256dbd0aa60c578ae95f49ba,paulgeller,0.02
1828,0x861d0cfc38395af64e379704620831c4edf68875,tcrypt25519,0.11
1829,0x8620262510c86943fd841ec2047dfc2953afaea4,infinityside007,0.02
1830,0x862a140848c91d87b25a94facf6a00be68a0332d,dagr8ay,0.02
1831,0x8634fd7b88ebd0b8addb7bf215c0f3f91a6684c2,zydetg,0.11
1832,0x8647fae021156af9a6d6d9089bf7e69cfdb7fdc4,havmartinez,0.02
1833,0x864c56caf3797abeb010c4e8be54973f1cc93d20,0,2.0
1834,0x86546a5a5fa9481d562e0870304fe7d5e76e9437,0,0.11
1835,0x865c2f85c9fea1c6ac7f53de07554d68cb92ed88,pet3rpan_,0.060000000000000005
1836,0x8660a7e2d207d2a37ef11c4930bf4efdac5da962,aaxiaopangzhu,1.01
1837,0x8696a6844e8a091d99be417e3d995256bd7e575c,kishimen335,0.02
1838,0x86b0e9e05f0295adb39799a402d2992d10439454,0,1.0
1839,0x86bf97a8356690456f4040dd0172aa3d4d5315e2,balderik_,0.61
1840,0x86f63907428cd03576fc980a8f66855731eb0351,0,0.01
1841,0x870a0fb115453dbb763416b742601bb191ba3ad0,myunguip,0.02
1842,0x871664e38e6e01ff72f2cd48ab369401a4a20503,lord_bogdanoff,0.03
1843,0x875a7b08843a3ccd9584734c602658e2729bf5bb,ahern0x,1.034
1844,0x877ab8039dcd468a989c60ca3067eb1eff37ae9e,0,0.003
1845,0x877cdd92852ec06bca8d520372b266dc9195f0af,0,0.05
1846,0x8783847b3c579fd98287453ba77bfb672fec4454,djsamforever,0.02
1847,0x87885aaeeded51c7e3858a782644f5d89759f245,bitcoin4bernie,0.09
1848,0x878dffb9d06be9042f41d63d29070d1caf6a8e9a,gross_sculptor,0.02
1849,0x879e932b55c14ab7ceebb74fe94d2015fdc785b2,0,0.2
1850,0x87ae3929744864734cd009ad3be47d97fccb54d5,0,0.01
1851,0x87b080b40a8de306cbfa457f5e1ac3af847d436d,0,0.3
1852,0x87cac58bc7a9f79e33f0e36117d7492ae375a103,raghavar0,0.02
1853,0x87d9c2d9990a9f3a18f1377ff20d9945f9eb3792,0,0.05
1854,0x87dfef3b445667292aac89078b51f0f75795805f,harukatarotaro,0.02
1855,0x87e59b28a973759a99a3f1cb2b4300c1a72f251d,jaycedevan,0.02
1856,0x87fb7c717a4145095eb076e239bc0f8fba42cf49,being_on_line,0.02
1857,0x881475210e75b814d5b711090a064942b6f30605,traf,0.02
1858,0x8817e3c2da85a1b96429189e16d5e0d6f923d415,pureaw3somene5s,0.02
