source,target,Votes,CF_contribution,ED_purchaseValue,SP_value,AU_value,mentions
0x4617cbb984ec74ab510de139f1fb9443294f7baa,0xf35880094dc18df096891e4ccb51212d00311b86,20.0,,,,,
0x4617cbb984ec74ab510de139f1fb9443294f7baa,0xfa398d672936dcf428116f687244034961545d91,50.0,,,,,
0x461ab30aeb724b004ee914698580ac8771872cd2,0x09fabf8c79e141fea3b87629a19c1defef0b9291,,,,,,3.0
0x461ab30aeb724b004ee914698580ac8771872cd2,0x1528cc7b26392c8eef9a3d34ae105f8948cb8756,,,,,,1.0
0x461ab30aeb724b004ee914698580ac8771872cd2,0x2a91d4ff6ad3bf749fd4950191c780fb20819425,,,,,,2.0
0x461ab30aeb724b004ee914698580ac8771872cd2,0x84da37133a088fbf4e21d80aec2cc260b52ea116,,,,,,1.0
0x461ab30aeb724b004ee914698580ac8771872cd2,0xad8326fe8f700b8ca0536760dafa9fff324a5a0c,,,,,,1.0
0x461ab30aeb724b004ee914698580ac8771872cd2,0xe4c0d875fd76db83e5baed3ec2dbddd363a93a9d,,,,,,1.0
0x461bb1c0c23c0ae24805c4097bc5b64593dd2a59,0x19d270bb7975136f9301f53d8765aedad648fe75,,,,,,1.0
0x461bb1c0c23c0ae24805c4097bc5b64593dd2a59,0x1b158330eb18839f50649f4cb8f49954214866a3,5.0,,,,,
0x461bb1c0c23c0ae24805c4097bc5b64593dd2a59,0x2326862eef0f31d10b972f1cc6d02522fc259734,,,,,,1.0
0x461bb1c0c23c0ae24805c4097bc5b64593dd2a59,0x2b47c57a4c9fc1649b43500f4c0cda6cf29be278,,,,,,1.0
0x461bb1c0c23c0ae24805c4097bc5b64593dd2a59,0x3b3525f60eeea4a1ef554df5425912c2a532875d,,,,,,1.0
0x461bb1c0c23c0ae24805c4097bc5b64593dd2a59,0x42dfaf5266ad40ab4533f9806f5cc1df4c1eb363,,0.235,,,,
0x461bb1c0c23c0ae24805c4097bc5b64593dd2a59,0x4edb818249c85d3b617ff4fbd034757560314a0c,5.0,,,,,
0x461bb1c0c23c0ae24805c4097bc5b64593dd2a59,0x621b35b50c508f3497437ae777dee70d052d6ad9,,,,,,5.0
0x461bb1c0c23c0ae24805c4097bc5b64593dd2a59,0x68f9d801c96ac6ccf562f3600cef77c4504449b6,,,,,,6.0
0x461bb1c0c23c0ae24805c4097bc5b64593dd2a59,0x715f8ccbcb47d473d06beac6674ea7a0e60666c6,,,,,,1.0
0x461bb1c0c23c0ae24805c4097bc5b64593dd2a59,0x78ab747d6675ab1dfee31d0bfb6862124565aefc,,,,,,2.0
0x461bb1c0c23c0ae24805c4097bc5b64593dd2a59,0x942cbea64876ff0b2e23c0712b37dc0091804e9c,,,,,,1.0
0x461bb1c0c23c0ae24805c4097bc5b64593dd2a59,0x9c159121ceebf937e9bad98fd0c895d7f6038bd4,,,,,,6.0
0x461bb1c0c23c0ae24805c4097bc5b64593dd2a59,0xa5e1c37ad90baacb791cfa18506224d7c50f1619,,,,,,2.0
0x461bb1c0c23c0ae24805c4097bc5b64593dd2a59,0xcc65fa278b917042822538c44ba10ad646824026,,,,,,9.0
0x461bb1c0c23c0ae24805c4097bc5b64593dd2a59,0xe0a0fa1a9f35a8b8e638469456d9d4a408932313,,,,,,1.0
0x461bb1c0c23c0ae24805c4097bc5b64593dd2a59,0xe11bfcbdd43745d4aa6f4f18e24ad24f4623af04,,,,,,1.0
0x461bb1c0c23c0ae24805c4097bc5b64593dd2a59,0xe62b7b73ef13365c95d4f191a2715df1e2836e25,20.0,,,,,
0x461bb1c0c23c0ae24805c4097bc5b64593dd2a59,0xe7925d190aea9279400cd9a005e33ceb9389cc2b,,,,,,6.0
0x461bb1c0c23c0ae24805c4097bc5b64593dd2a59,0xff37a713c920f6e94043d10c1230e30b13f4d500,,,,,,1.0
0x4628d77ba8fcc7a7f2b6bd4a0363061a06e7a20f,0x0aa54d162a5c7e4ca8378fa66e3d63db3ce88e8a,500.0,,,,,
0x4628d77ba8fcc7a7f2b6bd4a0363061a06e7a20f,0x0b8fa0e33997038a05d78cce8e1bdfe8cfcecdef,500.0,,,,,
0x4628d77ba8fcc7a7f2b6bd4a0363061a06e7a20f,0x224e69025a2f705c8f31efb6694398f8fd09ac5c,1050.0,,,,,
0x4628d77ba8fcc7a7f2b6bd4a0363061a06e7a20f,0x3360a4e0eb33161da911b85f7c343e02ea41bbbd,180.0,,,,,
0x4628d77ba8fcc7a7f2b6bd4a0363061a06e7a20f,0x345122f6513329d169cff39ace8978edc3942b5d,500.0,,,,,
0x4628d77ba8fcc7a7f2b6bd4a0363061a06e7a20f,0x556bbfd553a3355a4384e3ddf46df80c3b4d076c,700.0,,,,,
0x4628d77ba8fcc7a7f2b6bd4a0363061a06e7a20f,0x5e68f9388c5d9d956bea23f51785960f89e2e653,507.0,,,,,
0x4628d77ba8fcc7a7f2b6bd4a0363061a06e7a20f,0x6e31d9d4ed8ed93c2871ffb320f68b3cb4e81a25,500.0,,,,,
0x4628d77ba8fcc7a7f2b6bd4a0363061a06e7a20f,0x751ff169fa139ab1a90a4acb2180bbf7531e34f1,700.0,,,,,
0x4628d77ba8fcc7a7f2b6bd4a0363061a06e7a20f,0x88d01d4354da0d65c38b0196c4400525a5eebe17,402.0,,,,,
0x4628d77ba8fcc7a7f2b6bd4a0363061a06e7a20f,0xaccaad08fbf99487b487c73fc8f67d1d8a6ab412,1060.0,,,,,
0x4628d77ba8fcc7a7f2b6bd4a0363061a06e7a20f,0xb2e7a394d3439d1913f910c27c8b507b91304579,200.0,,,,,
0x4628d77ba8fcc7a7f2b6bd4a0363061a06e7a20f,0xea3246957e3548fadf56301af6e020fa288af8ba,200.0,,,,,
0x4628d77ba8fcc7a7f2b6bd4a0363061a06e7a20f,0xf2ee727f459af63f97c99238a0d34feae317b0ec,800.0,,,,,
0x4628d77ba8fcc7a7f2b6bd4a0363061a06e7a20f,0xf7b2c2eb58a5f801119df7e9bf9f9b66c62bb011,300.0,,,,,
0x462cc75caee4d0be283eeddbc2cd5698b9880b91,0x628822822e6584ba62f639d82d15d8e0ad321583,,,,,,68.0
0x462cc75caee4d0be283eeddbc2cd5698b9880b91,0x87dfef3b445667292aac89078b51f0f75795805f,,,,,,1.0
0x462cc75caee4d0be283eeddbc2cd5698b9880b91,0x8ac6da0ece98a9285671d82147a69c56a18f8876,,,,,,4.0
0x462cc75caee4d0be283eeddbc2cd5698b9880b91,0xbe1088d87f8a1c5ccb210fd7912c09885657e126,,,,,,17.0
0x462cc75caee4d0be283eeddbc2cd5698b9880b91,0xdaa7900be57fe8203f18baa27f21480a328c7b0f,,,,,,24.0
0x462cc75caee4d0be283eeddbc2cd5698b9880b91,0xea886349d44aa81de644f0f02105707f563103e6,,,,,,8.0
0x462cc75caee4d0be283eeddbc2cd5698b9880b91,0xf627e5f4bad95a956468d8bb6ee20b119f992e96,10.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0x00de4b13153673bcae2616b67bf822500d325fc3,290.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0x016c8780e5ccb32e5caa342a926794ce64d9c364,250.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0x02762f46ca68aa4cc667043e8a00d0bfa1786765,210.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0x03e9206f2a1234fefad2c0b07a86b1e0f5cb8d0d,100.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0x04970d93ecb584dc00bbb82c0c18d2ec49a0aa9c,100.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0x0653f05d22e5fe46f15639616e3bfd51c9060214,100.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0x0aa54d162a5c7e4ca8378fa66e3d63db3ce88e8a,210.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0x134130dcc9724e7ddb403406ceb3d0bca24449f0,1.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0x16dfe71fe5269a794d255017326f9a5db8591b22,50.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0x17cd072cbd45031efc21da538c783e0ed3b25dcc,100.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0x1b158330eb18839f50649f4cb8f49954214866a3,500.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0x1e341aa44c293d95d13d778492d417d1be4e63d5,410.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0x2a91d4ff6ad3bf749fd4950191c780fb20819425,20.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0x2ae8c972fb2e6c00dded8986e2dc672ed190da06,300.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0x2e998ea60f0c6e3aad71b4f56847e1b5e4658786,101.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0x2f8f8fbf095345577b901d88efa8ba4ec3fe8e39,100.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0x31941231407ec7e53b2d4e0ba967159736baea9a,100.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0x3360a4e0eb33161da911b85f7c343e02ea41bbbd,250.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0x345122f6513329d169cff39ace8978edc3942b5d,,0.25,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0x3839acf1ee7699d1f46b1be840d8ad8317fdf757,550.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0x42dfaf5266ad40ab4533f9806f5cc1df4c1eb363,1000.0,0.25,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0x467aadc88d99b4e978a8d3d4f0a9017dcaecaabf,250.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0x48a63097e1ac123b1f5a8bbffafa4afa8192fab0,500.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0x4a61d76ea05a758c1db9c9b5a5ad22f445a38c46,450.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0x4ab5e3f0b2d1604dd2002cfeca6163802d74c6cb,500.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0x4d6eb9e5407c28b4df764465ef38d38e929aeca1,50.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0x5090c4fead5be112b643bc75d61bf42339675448,890.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0x5313ad0ca777623f548c068f77176446c72e9eb6,250.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0x53411aaa44d60c5d9e066b713cf9cbee19078472,100.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0x558edc422ff824f41094eca7224c67b79759aa07,100.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0x5c93fd4e5bf3d541a4917719cd4e1214dd035920,10.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0x5edf575176dc43fe9e18b55a67a3e4a018eb4f5b,50.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0x60e799c5371f64271dbf6b2e5e04b1925df91e72,150.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0x6130b7313833f99956a364156b3329e50695bd65,50.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0x621b35b50c508f3497437ae777dee70d052d6ad9,500.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0x625d6405dcac9c82f4b681a131d9182115448f75,150.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0x648aa14e4424e0825a5ce739c8c68610e143fb79,390.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0x662d5d79849113a5403af776210307a7c82a5267,10.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0x66b340673fce10bd3bfbbe59997ae188a16b6710,50.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0x6b6ada1452e22bbd5764efa67a105cc20ae875d2,150.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0x6c70e5fc4e4926cd836a6f8b0645aa1a077fa605,,0.1,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0x70a5d38b135482c89cf540bc27cf5c282c73c35c,250.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0x78918036a8e4b9179bee3cab57110a3397986e44,100.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0x79150011a8dc56857459f652d165fb772ee6eb1c,670.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0x793a9b7bab3b0cd3c6758114046a1c5dd51422cf,100.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0x7feabf26185d54629a067ee237041e703e6a242f,500.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0x865c2f85c9fea1c6ac7f53de07554d68cb92ed88,300.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0x88d01d4354da0d65c38b0196c4400525a5eebe17,31.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0x8be3fd8a423c38131aae0330b20ceec425e0e50e,220.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0x8c5a261d38fe7fe65221adad3c2ba5c3d10f046c,250.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0x93730ce5ac9de1db9f3fbb73bf522a690629ccec,100.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0x9a6a475b72395c764f153b05bd2c96e8b69dc51b,50.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0x9b217b4b9533bb2c78504cdccadf5739cfa27e86,330.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0x9c159121ceebf937e9bad98fd0c895d7f6038bd4,10.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0x9e64b47bbdb9c1f7b599f11987b84c416c0c4110,830.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0xa194217676fd86625f1bd6910815ad44e79ee0f4,250.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0xa3c79b411df103431d333790e88ab0a6fb5f0946,219.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0xa4142a998eed156228b2f925a43fcea25f363cc5,150.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0xa5e1c37ad90baacb791cfa18506224d7c50f1619,850.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0xa6a9900760157dc715af0271c45e7175506efe58,50.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0xaaa8a090e78724c8e3f3de407205fff160017568,250.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0xaaba999423e939a67373e422dfabe088d5bc31a5,100.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0xabaf40768e575beb3244df2853a0505cb2d2e4bb,240.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0xaccaad08fbf99487b487c73fc8f67d1d8a6ab412,280.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0xad8717e33c719a9b407ad6b40d0be237845c2fbf,270.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0xadc05c3becb35d4c610f5ab157cf603528443391,100.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0xb10b5568d516a6121a848b86a0640115827430b1,289.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0xb1676b5ab63f01f154bb9938f5e8999d9da5444b,500.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0xb683a2056526162c4771d363204af41ea8c1ec52,410.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0xbcefc4906b443e4db64e2b00b9af2c39e76c785c,750.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0xbcfd8ddac6b8fe5144553b50790ca631b1760fb0,100.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0xbe34fd2800b94429f7e9ae3f0b08b43a450ac80a,250.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0xbe91c35196c8525bdcb4515e1fdf706d806925cf,50.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0xc143c4e2f95b7b49af49501323093effeda42e41,150.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0xc1fdb60cfb2fbbd6edc9b445d9b508da2dbf2c9b,200.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0xc236541380fc0c2c05c2f2c6c52a21ed57c37952,500.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0xc3268ddb8e38302763ffdc9191fcebd4c948fe1b,,0.25,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0xc3f17178311899b068d0e2c86253e087dab5ba8f,250.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0xc45bc8f098c858cd18f4686ba19bed29526d9a92,20.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0xc4798b79d22630cee83b4ecb0fd98cd5ff0fbb62,301.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0xc63a26a74326076feb89040586ffcdced3b42bf5,250.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0xc7e6bbf6dbe78b40640385e73dc1958f4428fb3e,100.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0xcacea967ae0d35d2a006bb63ec557fd8a6f013db,1.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0xd0f7fbf89106ab6eda8b3cbca65c085fccb87209,10.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0xd30f2888e7928b52ea5bf4cb1d323e0531afe272,50.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0xd714d0582b2b15c86f53a2fe877abef986222599,100.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0xda18e1537622802ec576d99a8e3913914653bd6f,100.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0xda73fb2638d14bdd2d263e0be6b9571552cb2f39,290.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0xdb3106b3d295c289decd15ff588de8aed561d198,100.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0xdc1f98682f4f8a5c6d54f345f448437b83f5e432,49.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0xe11bfcbdd43745d4aa6f4f18e24ad24f4623af04,10.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0xe3309dd02f1f7254b8cbe478ac7b5519802e151c,50.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0xe4cbda373d6a445f83fc9125c6230ba58bc08320,250.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0xe62b7b73ef13365c95d4f191a2715df1e2836e25,250.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0xe7bd51dc30d4bdc9fddd42ea7c0a283590c9d416,110.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0xe8d7527fb45160501126f4c6913cc29b59cca4ad,450.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0xeb9f74528aa4f9ca15612c68dc3ee944df808611,250.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0xf35880094dc18df096891e4ccb51212d00311b86,610.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0xf719d5d368da5c7006bfbb7e0a4873b5115aa11f,250.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0xf7b2c2eb58a5f801119df7e9bf9f9b66c62bb011,100.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0xf9875c1544f2c9aeacec50fed687d984ddaa9d00,100.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0xfa5f665fad9b4b5a374f6dec38eb3e5218e2ea33,100.0,1.0,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0xfbdf598db4dba841f40680cd9c2d3cf618265be0,200.0,,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0xfc4852b5e3af65058cdfe1d1dce26946c0c1975f,,0.3,,,,
0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0xfcceb143040e85f180e61d3e76620cd16e700cdf,50.0,,,,,
0x463e426b00fd9d65ceb89d0fd30fcdb76771ba6a,0x09d07aec655032f6d05482999b6b7f683e80568b,,,,,,1.0
0x463e426b00fd9d65ceb89d0fd30fcdb76771ba6a,0x25cbcfa16e43e58517f80d583087ea89241293e6,,,,,,10.0
0x463e426b00fd9d65ceb89d0fd30fcdb76771ba6a,0x5f429371c3b930d3998a9f06b0ba56d7ae9d21cd,,,,,,2.0
0x463e426b00fd9d65ceb89d0fd30fcdb76771ba6a,0xb8332710ab60a1b2e8fe6d775d83524c9e0ce136,,,,,,1.0
0x463e426b00fd9d65ceb89d0fd30fcdb76771ba6a,0xff37a713c920f6e94043d10c1230e30b13f4d500,,,,,,1.0
0x46499275b5c4d67dfa46b92d89aada3158ea392e,0xc57c5ae582708e619ec1ba7513480b2e7540935f,,2.1559,,,,
0x464fea246f3affc66992505202d649923722912a,0x134130dcc9724e7ddb403406ceb3d0bca24449f0,60.0,,,,,
0x464fea246f3affc66992505202d649923722912a,0x2f9b473d4b9f95a5e55f205be1a003b27d24df76,55.0,,,,,
0x464fea246f3affc66992505202d649923722912a,0x66da63b03feca7dd44a5bb023bb3645d3252fa32,10.0,,,,,
0x464fea246f3affc66992505202d649923722912a,0x70a5d38b135482c89cf540bc27cf5c282c73c35c,50.0,,,,,
0x464fea246f3affc66992505202d649923722912a,0xa83444576f86c8b59a542ec2f286a19ab12c2666,10.0,,,,,
0x464fea246f3affc66992505202d649923722912a,0xe340b00b6b622c136ffa5cff130ec8edcddcb39d,25.0,,,,,
0x465264e2a142fc7544eceb81d3bb5cba79c51113,0x01eacadf51ff60916157e32a58f640fe854e530f,,,,,,1.0
0x465264e2a142fc7544eceb81d3bb5cba79c51113,0x17cd072cbd45031efc21da538c783e0ed3b25dcc,,,,,,1.0
0x465264e2a142fc7544eceb81d3bb5cba79c51113,0x2326862eef0f31d10b972f1cc6d02522fc259734,,,,,,2.0
0x465264e2a142fc7544eceb81d3bb5cba79c51113,0x3a900a9b8b6901bdd1a68a67a4e19a785acaa403,,,,,,1.0
0x465264e2a142fc7544eceb81d3bb5cba79c51113,0x6f1b12a415e035eebdc8559130ea8bdb96add48c,,,,,,1.0
0x465264e2a142fc7544eceb81d3bb5cba79c51113,0x808a2adbd0a3fc679e3f7cd18d4f579bfcaaec9c,,,,,,1.0
0x465264e2a142fc7544eceb81d3bb5cba79c51113,0x84c6ed12b6fec50b4d4c89d379afb8cfef5b4e73,,,,,,1.0
0x465264e2a142fc7544eceb81d3bb5cba79c51113,0x93730ce5ac9de1db9f3fbb73bf522a690629ccec,,,,,,1.0
0x465264e2a142fc7544eceb81d3bb5cba79c51113,0x942cbea64876ff0b2e23c0712b37dc0091804e9c,,,,,,1.0
0x465264e2a142fc7544eceb81d3bb5cba79c51113,0xaaba999423e939a67373e422dfabe088d5bc31a5,,,,,,1.0
0x465264e2a142fc7544eceb81d3bb5cba79c51113,0xabaf40768e575beb3244df2853a0505cb2d2e4bb,,,,,,1.0
0x465264e2a142fc7544eceb81d3bb5cba79c51113,0xc236541380fc0c2c05c2f2c6c52a21ed57c37952,,,,,,1.0
0x465264e2a142fc7544eceb81d3bb5cba79c51113,0xc4798b79d22630cee83b4ecb0fd98cd5ff0fbb62,,,,,,1.0
0x465264e2a142fc7544eceb81d3bb5cba79c51113,0xcc65fa278b917042822538c44ba10ad646824026,,,,,,1.0
0x465264e2a142fc7544eceb81d3bb5cba79c51113,0xcf6165e56c3383978f6eaaf58b314af41569c0f0,,,,,,2.0
0x465264e2a142fc7544eceb81d3bb5cba79c51113,0xd72203b26d887a60af3a11178ef4a48be8decba6,,,,,,3.0
0x465264e2a142fc7544eceb81d3bb5cba79c51113,0xe11bfcbdd43745d4aa6f4f18e24ad24f4623af04,,,,,,1.0
0x465264e2a142fc7544eceb81d3bb5cba79c51113,0xe7925d190aea9279400cd9a005e33ceb9389cc2b,,,,,,2.0
0x465264e2a142fc7544eceb81d3bb5cba79c51113,0xf95f8038eb7874cde88a0a9a8270fcc94f5c226e,,,,,,2.0
0x465264e2a142fc7544eceb81d3bb5cba79c51113,0xffadc07f1bfb127f4312e8652fe94ab0c771b54d,,,,,,1.0
0x465d3ed127a4efc4f488280eda001854d25972e1,0xc57c5ae582708e619ec1ba7513480b2e7540935f,,0.265,,,,
0x4695a3ecde63ec9027733f3f63aa241b3d5f3095,0x30017e8b9a089415672cbabe640d2ba4276c4c56,,,,,,5.0
0x4695a3ecde63ec9027733f3f63aa241b3d5f3095,0x4268dd3030ca01c141801226073fc688bd406074,,,,,,2.0
0x4695a3ecde63ec9027733f3f63aa241b3d5f3095,0x88d01d4354da0d65c38b0196c4400525a5eebe17,,,,,,1.0
0x4695a3ecde63ec9027733f3f63aa241b3d5f3095,0x9155f45c41607ea8aee3f173e383ac483d75192e,,,,,,3.0
0x4695a3ecde63ec9027733f3f63aa241b3d5f3095,0x9b8785cd8e576fb034d26bfcd747744026cdd3b2,,,,,,1.0
0x4695a3ecde63ec9027733f3f63aa241b3d5f3095,0xc3268ddb8e38302763ffdc9191fcebd4c948fe1b,,0.011,,,,
0x4695a3ecde63ec9027733f3f63aa241b3d5f3095,0xc8f8e2f59dd95ff67c3d39109eca2e2a017d4c8a,,,,,,2.0
0x46a8e86e3195315e438c7d38176992e9cf46a5dc,0x9f2942ff27e40445d3cb2aad90f84c3a03574f26,,,,,,1.0
0x46a8e86e3195315e438c7d38176992e9cf46a5dc,0xf296178d553c8ec21a2fbd2c5dda8ca9ac905a00,,,,,,1.0
0x46be272839bf1eed02b6797d24b9dea58cdfbb2d,0x4d6eb9e5407c28b4df764465ef38d38e929aeca1,780.0,,,,,
0x46d2a9d725c4e51d25843784321abf9703db37c2,0x0b8fa0e33997038a05d78cce8e1bdfe8cfcecdef,10.0,,,,,
0x46dc0a5398cf6aae44432978e6c92ead79ce079d,0x3b3525f60eeea4a1ef554df5425912c2a532875d,,0.01,,,,
0x46de331ba4a9b8bcf7e3cbaf42b4cc5395c734a6,0x0743442e27a536d346fd70e56238a07bef38b898,,,,,,1.0
0x46de331ba4a9b8bcf7e3cbaf42b4cc5395c734a6,0x0be197c794575579f2f238a68edf2fc5f92817ac,,,,,,3.0
0x46de331ba4a9b8bcf7e3cbaf42b4cc5395c734a6,0x30017e8b9a089415672cbabe640d2ba4276c4c56,,,,,,1.0
0x46ede9657f86f9a9407281e1ce20c7f3c81ecaca,0x0f1c01d98ae190ad2739a6075b21c2343d8b412e,10.0,,,,,
0x46fa5f500ea624c679ede565063f66ef718e5b82,0xfc21f74a5bce5352bed697e395a4405abfb2654f,,,,,,2.0
